scenario_id,ego_id,rule,repairability,model,TV,TC,SAT_time,TC_time,reach_time,total_time,number_of_obstacles,iterations
DEU_LocationALower-36_263_T-1,15,R_G1,initialization fails with cannot unpack non-iterable float object,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_LocationALower-36_269_T-1,18,R_G1,bingo,{'a'},7,6,2.002716064453125e-05,0.03237462043762207,0.06167292594909668,0.12052226066589355,17,1
DEU_LocationALower-36_291_T-1,13,R_G1,not repairable,"{'d', '~a', 'b', 'c'}",11,10,6.961822509765625e-05,0.13154292106628418,0.1063387393951416,0.23795127868652344,9,4
DEU_LocationALower-36_61_T-1,9,R_G1,bingo,{'a'},18,17,2.1696090698242188e-05,0.033367156982421875,0.02873849868774414,0.07044029235839844,7,1
DEU_LocationALower-37_1_T-1,11,R_G1,bingo,{'a'},8,7,2.1219253540039062e-05,0.030725717544555664,0.046193599700927734,0.10083556175231934,9,1
DEU_LocationALower-37_121_T-1,16,R_G1,bingo,"{'a', 'c'}",5,4,4.5299530029296875e-05,0.330737829208374,0.04272747039794922,0.404665470123291,10,2
DEU_LocationALower-37_205_T-1,15,R_G1,not repairable,"{'d', '~a', 'b', 'c'}",15,14,6.651878356933594e-05,0.14296698570251465,0.09274148941040039,0.23577499389648438,10,4
DEU_LocationALower-37_231_T-1,23,R_G1,bingo,{'a'},5,4,2.1696090698242188e-05,0.02268385887145996,0.06755781173706055,0.12261247634887695,15,1
DEU_LocationALower-37_235_T-1,8,R_G1,initial feasibility
DEU_LocationALower-37_240_T-1,8,R_G1,not repairable,"{'d', '~a', 'b', 'c'}",1,-inf,6.461143493652344e-05,0.1104590892791748,0,0.11052370071411133,4,4
DEU_LocationALower-37_4_T-1,22,R_G1,initial feasibility
Nr of scenarios,92,Nr of infeasible trajectories,9,0.0978,Nr of repairable trajectories,39,0.4699
