scenario_id,ego_id,rule,repairability,model,TV,TC,SAT_time,TC_time,reach_time,total_time,number_of_obstacles,iterations
DEU_AachenBendplatz-1_81800_T-1819,10134,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'~a', '~b', '~d', '~c', 'l', '~i', 'o', '~e', '~k', '~j', '~g', '~m', 'n', '~f', 'h'}",6,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.CONSTANT: 'constant velocity'>]",0.0001327991485595703,0.00042819976806640625,0.13875770568847656,0.13931870460510254,9,5
DEU_AachenBendplatz-1_121200_T-1219,10067,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'b', '~a', '~d', '~h', 'l', '~c', '~i', 'o', '~e', '~k', '~j', '~g', '~m', 'n', '~f'}",9,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.CONSTANT: 'constant velocity'>]",0.00014019012451171875,0.0004315376281738281,0.15314197540283203,0.15371370315551758,8,5
DEU_AachenBendplatz-1_13720_T-739,10057,R_IN4,bingo,"{'~j', '~n'}",3,0,[<Maneuver.BRAKE: 'brake'>],2.4557113647460938e-05,7.128715515136719e-05,0.08804678916931152,0.12160062789916992,9,1
DEU_AachenFrankenburg-1_2120_T-39,10023,R_IN4,bingo,"{'~j', '~n'}",3,0,[<Maneuver.BRAKE: 'brake'>],2.4318695068359375e-05,7.462501525878906e-05,0.11890745162963867,0.15469932556152344,22,1
DEU_AachenBendplatz-1_83000_T-3019,10226,R_IN4,bingo,"{'~j', '~g', '~n', '~b', '~c', '~i'}",4,0,[<Maneuver.BRAKE: 'brake'>],2.5510787963867188e-05,9.72747802734375e-05,0.05341291427612305,0.07698917388916016,7,1
DEU_AachenFrankenburg-1_232260_T-2279,10208,R_IN4,bingo,"{'~j', '~g', '~n'}",5,0,[<Maneuver.BRAKE: 'brake'>],2.5033950805664062e-05,7.510185241699219e-05,0.07478833198547363,0.10967159271240234,21,1
DEU_AachenBendplatz-1_91300_T-1319,10079,R_IN4,error/failed with <TrajPoint>: Provided velocity not valid. v= -1.1521711203093141,"{'~j', '~n'}",4,-inf,[<Maneuver.BRAKE: 'brake'>],2.5987625122070312e-05,7.486343383789062e-05,0,0.00010085105895996094,10,1
DEU_AachenBendplatz-1_74520_T-4539,10173,R_IN4,"error/failed with Initial longitudinal velocity -0.008998194859878704 exceeds valid velocity interval [0, 50.8].","{'~b', '~c', '~i', '~o', '~e', '~j', '~g', 'n', '~f'}",5,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",5.5789947509765625e-05,0.00018405914306640625,0.05409836769104004,0.05433821678161621,9,2
DEU_AachenBendplatz-1_92340_T-2359,10140,R_IN4,bingo,"{'~f', '~j', '~g', '~n', '~c', '~i'}",5,0,[<Maneuver.BRAKE: 'brake'>],2.4557113647460938e-05,9.608268737792969e-05,0.052284955978393555,0.07741880416870117,7,1
DEU_AachenBendplatz-1_73360_T-3379,10133,R_IN4,"error/failed with Initial longitudinal velocity -0.03437884106735528 exceeds valid velocity interval [0, 50.8].","{'~j', '~a', '~h', '~d', 'n', '~o'}",5,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",4.6253204345703125e-05,0.00016379356384277344,0.029707908630371094,0.02991795539855957,9,2
DEU_AachenFrankenburg-1_27420_T-439,10067,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'g', '~a', '~b', '~d', '~h', 'l', '~c', '~i', 'o', '~e', '~k', '~j', '~m', 'n', '~f'}",5,0,[<Maneuver.BRAKE: 'brake'>],0.00014066696166992188,0.0003647804260253906,0.17314600944519043,0.17365145683288574,26,5
DEU_AachenBendplatz-1_13940_T-959,10069,R_IN4,"error/failed with Initial longitudinal velocity -0.02703984268187914 exceeds valid velocity interval [0, 50.8].","{'~j', '~a', '~h', '~d', 'n', '~o'}",6,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",4.6253204345703125e-05,0.00017571449279785156,0.08443331718444824,0.0846552848815918,12,2
DEU_AachenBendplatz-1_93240_T-3259,10191,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'g', '~a', '~b', '~d', '~h', '~c', '~i', 'o', '~e', '~k', '~j', '~m', 'n', '~f'}",7,0,[<Maneuver.BRAKE: 'brake'>],0.00010037422180175781,0.0003139972686767578,0.10746431350708008,0.1078786849975586,9,4
DEU_AachenBendplatz-1_84260_T-4279,10324,R_IN4,bingo,"{'~j', '~a', '~b', '~n', '~c'}",6,0,[<Maneuver.BRAKE: 'brake'>],2.47955322265625e-05,6.604194641113281e-05,0.06064796447753906,0.08521747589111328,10,1
DEU_AachenBendplatz-1_1780_T-99,10004,R_IN4,"error/failed with Initial longitudinal velocity -0.014542092289033675 exceeds valid velocity interval [0, 50.8].","{'~j', '~a', '~h', '~d', 'n', '~o'}",8,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",5.269050598144531e-05,0.00019693374633789062,0.09638166427612305,0.09663128852844238,11,2
DEU_AachenBendplatz-1_11480_T-499,10039,R_IN4,"error/failed with Initial longitudinal velocity -0.003997711433285221 exceeds valid velocity interval [0, 50.8].","{'~j', '~g', '~h', 'n', '~i', '~o'}",9,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.KICKDOWN: 'kick-down'>]",5.078315734863281e-05,0.00019860267639160156,0.0810384750366211,0.08128786087036133,9,2
DEU_AachenBendplatz-1_141560_T-1579,10098,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'g', '~a', '~b', '~d', '~h', 'l', '~c', '~i', 'o', '~e', '~k', '~j', '~m', 'n', '~f'}",7,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.CONSTANT: 'constant velocity'>]",0.00013756752014160156,0.0005269050598144531,0.13658404350280762,0.13724851608276367,8,5
DEU_AachenFrankenburg-1_264440_T-4459,10391,R_IN4,bingo,"{'~j', '~g', '~n'}",8,0,[<Maneuver.BRAKE: 'brake'>],2.5272369384765625e-05,7.62939453125e-05,0.13394641876220703,0.16887307167053223,23,1
DEU_AachenBendplatz-1_1740_T-59,10003,R_IN4,bingo,"{'~i', '~j', '~n'}",9,0,[<Maneuver.BRAKE: 'brake'>],3.266334533691406e-05,9.512901306152344e-05,0.07282471656799316,0.10534858703613281,11,1
DEU_AachenBendplatz-1_15160_T-179,10016,R_IN4,bingo,"{'~j', '~n'}",9,0,[<Maneuver.BRAKE: 'brake'>],2.5987625122070312e-05,7.677078247070312e-05,0.05606794357299805,0.08009481430053711,10,1
DEU_AachenBendplatz-1_152620_T-2639,10164,R_IN4,bingo,"{'~j', '~n'}",12,0,[<Maneuver.BRAKE: 'brake'>],2.574920654296875e-05,7.224082946777344e-05,0.06864070892333984,0.09864377975463867,7,1
DEU_AachenBendplatz-1_8740_T-759,10051,R_IN4,bingo,"{'~j', '~a', '~n', '~d', '~h', '~f'}",12,0,[<Maneuver.BRAKE: 'brake'>],3.337860107421875e-05,0.00011730194091796875,0.05854010581970215,0.08225011825561523,8,1
DEU_AachenBendplatz-1_8340_T-359,10030,R_IN4,bingo,"{'~j', '~n', '~d'}",12,0,[<Maneuver.BRAKE: 'brake'>],2.5987625122070312e-05,8.916854858398438e-05,0.10918784141540527,0.14000725746154785,7,1
DEU_AachenBendplatz-1_93620_T-3639,10217,R_IN4,bingo,"{'~j', '~n'}",13,0,[<Maneuver.BRAKE: 'brake'>],2.5510787963867188e-05,8.225440979003906e-05,0.1037895679473877,0.13439059257507324,7,1
DEU_AachenBendplatz-1_121860_T-1879,10102,R_IN4,bingo,"{'~j', '~n'}",13,0,[<Maneuver.BRAKE: 'brake'>],2.6464462280273438e-05,7.653236389160156e-05,0.10852265357971191,0.14380192756652832,11,1
Nr of scenarios,111,Nr of infeasible trajectories,0,0.0,Nr of repairable trajectories,110,0.991
