scenario_id,ego_id,rule,repairability,model,TV,TC,SAT_time,TC_time,reach_time,total_time,number_of_obstacles,iterations
scenario_id,ego_id,rule,repairability,model,TV,TC,SAT_time,TC_time,reach_time,total_time,number_of_obstacles,iterations
scenario_id,ego_id,rule,repairability,model,TV,TC,SAT_time,TC_time,reach_time,total_time,number_of_obstacles,iterations
scenario_id,ego_id,rule,repairability,model,TV,TC,SAT_time,TC_time,reach_time,total_time,number_of_obstacles,iterations
scenario_id,ego_id,rule,repairability,model,TV,TC,SAT_time,TC_time,reach_time,total_time,number_of_obstacles,iterations
scenario_id,ego_id,rule,repairability,model,TV,TC,SAT_time,TC_time,reach_time,total_time,number_of_obstacles,iterations
scenario_id,ego_id,rule,repairability,model,TV,TC,SAT_time,TC_time,reach_time,total_time,number_of_obstacles,iterations
scenario_id,ego_id,rule,repairability,model,TV,TC,SAT_time,TC_time,reach_time,total_time,number_of_obstacles,iterations
DEU_AachenBendplatz-1_124040_T-4059,10264,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_113780_T-3799,10256,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_16700_T-719,10046,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_122140_T-2159,10119,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_172740_T-2759,10202,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_1240_T-59,10007,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_103440_T-3459,10202,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_71760_T-1779,10074,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_73920_T-3939,10153,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_161380_T-1399,10106,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_10700_T-719,10051,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_83540_T-3559,10269,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_113760_T-3779,10254,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_152840_T-2859,10184,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_93760_T-3779,10229,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_15220_T-239,10018,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_141960_T-1979,10140,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_81000_T-1019,10078,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_113840_T-3859,10258,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_122260_T-2279,10128,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_163720_T-3739,10270,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_13840_T-859,10063,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_81940_T-1959,10157,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_163680_T-3699,10267,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenFrankenburg-1_225620_T-5639,10507,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_171180_T-1199,10090,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_171380_T-1399,10107,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_14360_T-379,10028,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_132180_T-2199,10158,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_151880_T-1899,10123,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_162280_T-2299,10179,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_141640_T-1659,10098,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_134380_T-4399,10309,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_125580_T-5599,10402,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_101260_T-1279,10083,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_102320_T-2339,10147,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_102160_T-2179,10130,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_144920_T-4939,10367,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_83420_T-3439,10262,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_124320_T-4339,10290,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_132580_T-2599,10183,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_71480_T-1499,10069,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_143920_T-3939,10304,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_83340_T-3359,10255,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_143100_T-3119,10232,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_162040_T-2059,10162,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_123880_T-3899,10251,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_132020_T-2039,10150,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_154860_T-4879,10303,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_7120_T-139,10017,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenFrankenburg-1_265260_T-5279,10453,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_143560_T-3579,10274,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_122380_T-2399,10146,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_125560_T-5579,10400,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_161440_T-1459,10124,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_81800_T-1819,10144,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_124500_T-4519,10305,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_82520_T-2539,10192,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_13520_T-539,10031,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_155340_T-5359,10343,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_151140_T-1159,10087,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_154820_T-4839,10300,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_121020_T-1039,10053,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_82760_T-2779,10212,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_84320_T-4339,10334,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_142480_T-2499,10180,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_84580_T-4599,10361,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_81520_T-1539,10114,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_73200_T-3219,10123,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_151520_T-1539,10108,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_101840_T-1859,10111,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_121740_T-1759,10096,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_1720_T-39,10013,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_161200_T-1219,10100,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_133380_T-3399,10235,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_15920_T-939,10064,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_122600_T-2619,10162,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_112180_T-2199,10139,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_174480_T-4499,10329,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_82620_T-2639,10197,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_133560_T-3579,10256,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_162440_T-2459,10193,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_153060_T-3079,10203,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenFrankenburg-1_206020_T-6039,10462,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_81800_T-1819,10134,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_121200_T-1219,10067,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_13720_T-739,10057,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenFrankenburg-1_2120_T-39,10023,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_83000_T-3019,10226,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenFrankenburg-1_232260_T-2279,10208,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_91300_T-1319,10079,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_74520_T-4539,10173,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_92340_T-2359,10140,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_73360_T-3379,10133,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenFrankenburg-1_27420_T-439,10067,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_13940_T-959,10069,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_93240_T-3259,10191,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_84260_T-4279,10324,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_1780_T-99,10004,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_11480_T-499,10039,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_141560_T-1579,10098,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenFrankenburg-1_264440_T-4459,10391,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_1740_T-59,10003,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_15160_T-179,10016,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_152620_T-2639,10164,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_8740_T-759,10051,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_8340_T-359,10030,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_93620_T-3639,10217,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_121860_T-1879,10102,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
scenario_id,ego_id,rule,repairability,model,TV,TC,SAT_time,TC_time,reach_time,total_time,number_of_obstacles,iterations
DEU_AachenBendplatz-1_155320_T-5339,10335,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_75140_T-5159,10203,R_IN1,bingo,"{'b', '~a'}",1,0,[<Maneuver.BRAKE: 'brake'>],2.8371810913085938e-05,0.010840654373168945,0,0.19643592834472656,8,2
DEU_AachenBendplatz-1_171600_T-1619,10125,R_IN1,bingo,"{'b', '~e', '~a'}",2,1,[<Maneuver.BRAKE: 'brake'>],3.981590270996094e-05,0.010976552963256836,0,0.7996351718902588,10,3
DEU_AachenBendplatz-1_124700_T-4719,10320,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_12700_T-719,10035,R_IN1,error/failed with 'NoneType' object is not iterable,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenFrankenburg-1_184060_T-4079,10290,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_162800_T-2819,10214,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_16640_T-659,10046,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_134900_T-4919,10351,R_IN1,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DEU_AachenBendplatz-1_145000_T-5019,10367,R_IN4,timeout,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nr of scenarios,2,Nr of infeasible trajectories,0,0.0,Nr of repairable trajectories,2,1.0
scenario_id,ego_id,rule,repairability,model,TV,TC,SAT_time,TC_time,reach_time,total_time,number_of_obstacles,iterations
