Nr of scenarios,124,Nr of infeasible trajectories,0,0,Nr of repairable trajectories,123,0.9919,,,,,,,,
DEU_AachenFrankenburg-1_2120_T-39,10023,R_IN4,bingo,"{'~n', '~j'}",3,2,[<Maneuver.BRAKE: 'brake'>],2.43186950683594E-05,0.050447940826416,0.107356309890747,0.188181161880493,22,1,46.6762406076129,
DEU_AachenBendplatz-1_83000_T-3019,10226,R_IN4,bingo,"{'~c', '~g', '~b', '~i', '~j', '~n'}",4,2,[<Maneuver.BRAKE: 'brake'>],2.55107879638672E-05,0.0495977401733398,0.0514614582061768,0.123403310775757,7,1,19.9611086090842,
DEU_AachenFrankenburg-1_232260_T-2279,10208,R_IN4,bingo,"{'~n', '~g', '~j'}",5,2,[<Maneuver.BRAKE: 'brake'>],2.64644622802734E-05,0.0638344287872314,0.0425469875335693,0.134345769882202,21,1,81.6538564522504,
DEU_AachenBendplatz-1_74520_T-4539,10173,R_IN4,bingo,"{'~e', '~i', '~n', '~c', '~f', '~g', '~b', '~j'}",5,4,[<Maneuver.BRAKE: 'brake'>],3.60012054443359E-05,0.0523159503936768,0.0446512699127197,0.116796016693115,9,1,44.0280282163586,
DEU_AachenBendplatz-1_92340_T-2359,10140,R_IN4,bingo,"{'~c', '~f', '~g', '~i', '~j', '~n'}",5,4,[<Maneuver.BRAKE: 'brake'>],2.83718109130859E-05,0.0490183830261231,0.0429840087890625,0.111985921859741,7,1,71.0488783918029,
DEU_AachenBendplatz-1_13940_T-959,10069,R_IN4,bingo,"{'~a', '~n', '~j', '~h'}",6,4,[<Maneuver.BRAKE: 'brake'>],2.45571136474609E-05,0.0884130001068115,0.0648097991943359,0.175084352493286,12,1,15.410032784052,
DEU_AachenBendplatz-1_84260_T-4279,10324,R_IN4,bingo,"{'~a', '~c', '~b', '~j', '~n'}",6,5,[<Maneuver.BRAKE: 'brake'>],3.00407409667969E-05,0.0655732154846191,0.047677755355835,0.13207745552063,10,1,9.9277528871294,
DEU_AachenBendplatz-1_1780_T-99,10004,R_IN4,bingo,"{'~a', '~j', '~h', '~n', '~d'}",8,5,[<Maneuver.BRAKE: 'brake'>],2.45571136474609E-05,0.0939517021179199,0.06813645362854,0.182398796081543,11,1,12.3816479250465,
DEU_AachenBendplatz-1_141560_T-1579,10098,R_IN4,bingo,"{'~n', '~j'}",7,6,[<Maneuver.BRAKE: 'brake'>],3.00407409667969E-05,0.101623058319092,0.0474514961242676,0.166685819625855,8,1,12.0277021607093,
DEU_AachenFrankenburg-1_264440_T-4459,10391,R_IN4,bingo,"{'~n', '~g', '~j'}",8,7,[<Maneuver.BRAKE: 'brake'>],2.98023223876953E-05,0.0776290893554688,0.0392401218414307,0.133172988891602,23,1,131.172883964094,
DEU_AachenBendplatz-1_15160_T-179,10016,R_IN4,bingo,"{'~n', '~j'}",9,8,[<Maneuver.BRAKE: 'brake'>],2.45571136474609E-05,0.0925624370574951,0.0385758876800537,0.145440816879272,10,1,18.8436348481301,
DEU_AachenBendplatz-1_152620_T-2639,10164,R_IN4,bingo,"{'~n', '~j'}",12,11,[<Maneuver.BRAKE: 'brake'>],2.93254852294922E-05,0.0936896800994873,0.0317933559417725,0.1377272605896,7,1,45.4946011024768,
DEU_AachenBendplatz-1_8740_T-759,10051,R_IN4,bingo,"{'~a', '~f', '~j', '~h', '~n', '~d'}",12,8,[<Maneuver.BRAKE: 'brake'>],2.38418579101562E-05,0.0988800525665283,0.041309118270874,0.154900550842285,8,1,18.6647141899739,
DEU_AachenBendplatz-1_93620_T-3639,10217,R_IN4,bingo,"{'~n', '~j'}",13,11,[<Maneuver.BRAKE: 'brake'>],2.64644622802734E-05,0.129909992218018,0.0331511497497559,0.174363613128662,7,1,98.7249592373924,
DEU_AachenBendplatz-1_121860_T-1879,10102,R_IN4,bingo,"{'~n', '~j'}",13,11,[<Maneuver.BRAKE: 'brake'>],2.86102294921875E-05,0.121408700942993,0.0362908840179443,0.169225215911865,11,1,68.9510729315433,
DEU_AachenBendplatz-1_1740_T-59,10003,R_IN4,error/failed with <TrajPoint>: Provided velocity not valid. v= -4.572488898874374,"{'~j', '~n', '~i'}",9,-inf,[<Maneuver.BRAKE: 'brake'>],2.69412994384766E-05,0.0868320465087891,0,0.0868589878082275,11,1,75.1366445741706,34.0650886821604
DEU_AachenBendplatz-1_133560_T-3579,10256,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'~a', 'n', '~i', '~e', 'h', '~c', '~f', '~g', '~b', '~j', '~k', 'o', '~m', '~d'}",4,0,[],0.000107526779174805,0.0889222621917725,0.0320158004760742,0.121045589447021,9,4,,
DEU_AachenBendplatz-1_162440_T-2459,10193,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'~a', 'n', '~i', '~e', 'h', '~c', '~f', '~g', '~b', '~j', '~k', 'o', '~m', '~d'}",5,0,[],0.000112533569335938,0.0956482887268066,0.0313918590545654,0.127152681350708,11,4,,
DEU_AachenBendplatz-1_153060_T-3079,10203,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'~a', 'n', '~i', '~e', 'h', '~c', '~f', '~g', '~b', '~j', '~k', 'o', '~m', '~d'}",6,0,[],0.000106573104858398,0.105839967727661,0.0333726406097412,0.139319181442261,7,4,,
DEU_AachenBendplatz-1_81800_T-1819,10134,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'~a', 'n', '~i', '~e', 'l', 'h', '~c', '~f', '~g', '~b', '~j', '~k', 'o', '~m', '~d'}",6,0,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.CONSTANT: 'constant velocity'>]",0.000156402587890625,0.163283586502075,0.138501882553101,0.301941871643066,9,5,,
DEU_AachenBendplatz-1_121200_T-1219,10067,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'~a', 'n', '~i', '~e', 'b', 'l', '~c', '~f', '~g', '~j', '~k', '~h', 'o', '~m', '~d'}",9,1,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.CONSTANT: 'constant velocity'>]",0.000144720077514648,0.209471225738525,0.157858371734619,0.367474317550659,8,5,,
DEU_AachenBendplatz-1_91300_T-1319,10079,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'~a', 'n', '~i', '~e', 'h', '~c', '~f', '~g', '~b', '~j', '~k', 'o', '~m', '~d'}",4,3,"[<Maneuver.BRAKE: 'brake'>, <Maneuver.CONSTANT: 'constant velocity'>]",0.000111103057861328,0.114603996276855,0.117218971252441,0.231934070587158,10,4,,
DEU_AachenBendplatz-1_73360_T-3379,10133,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'~a', '~h', 'n', '~i', '~e', '~c', '~f', 'g', '~b', '~j', '~k', 'o', '~m', '~d'}",5,4,[<Maneuver.BRAKE: 'brake'>],0.000157833099365234,0.0837652683258057,0.132865190505981,0.216788291931152,9,4,,
DEU_AachenFrankenburg-1_27420_T-439,10067,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'~a', '~h', 'n', '~i', '~e', 'l', '~c', '~f', 'g', '~b', '~j', '~k', 'o', '~m', '~d'}",5,4,[<Maneuver.BRAKE: 'brake'>],0.000149965286254883,0.0696327686309814,0.165608644485474,0.23539137840271,26,5,,
DEU_AachenBendplatz-1_93240_T-3259,10191,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'~a', '~h', 'n', '~e', '~i', '~c', '~f', 'g', '~b', '~j', '~k', 'o', '~m', '~d'}",7,5,[<Maneuver.BRAKE: 'brake'>],0.000106334686279297,0.13431978225708,0.115067005157471,0.24949312210083,9,4,,
DEU_AachenBendplatz-1_11480_T-499,10039,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'~a', 'c', 'n', '~i', '~e', '~f', '~g', '~b', '~j', '~k', '~h', 'o', '~m', '~d'}",9,7,[<Maneuver.BRAKE: 'brake'>],0.000112295150756836,0.132916927337646,0.121155738830566,0.25418496131897,9,4,,
DEU_AachenBendplatz-1_8340_T-359,10030,R_IN4,error/failed with maximum recursion depth exceeded in comparison,"{'~a', 'c', 'n', '~e', '~i', '~f', '~g', '~b', '~j', '~k', '~h', 'o', '~m', '~d'}",12,11,[<Maneuver.BRAKE: 'brake'>],0.000107049942016602,0.125323057174683,0.106634616851807,0.232064723968506,7,4,,
scenario_id,ego_id,rule,repairability,model,TV,TC,SAT_time,TC_time,reach_time,total_time,number_of_obstacles,iterations,,,
