cohort,old_solver_feasible,old_monitor_compliant,old_success,old_core_total_time,old_num_binary_variables,scenario_id,scenario_path,ego_id,rule,repeat,encoding,num_steps,solver_feasible,monitor_compliant,success,specification_time,solver_setup_time,solve_time,core_total_time,validation_time,gurobi_runtime,num_variables,num_binary_variables,num_constraints,solver_status,mip_gap,robustness,updated_tv,error
old_false_positive,True,False,False,1.7758746130002692,378,DEU_LocationALower-33_190_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-33_190_T-1.xml,22,R_G2,0,kurtz_lin_log_sos1,21,True,True,True,0.01198223399995868,0.3227663479999592,0.021050321000018357,0.3557989029999362,0.18427914300002612,0.020105838775634766,653,42,1284,2,1.051055623449844e-15,0.010000000000021362,inf,
old_success,True,True,True,2.3322648189987376,378,DEU_LocationALower-31_81_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-31_81_T-1.xml,19,R_G2,0,kurtz_lin_log_sos1,21,True,True,True,0.011167874000022948,0.29784697000002325,0.004838700999982848,0.31385354500002904,0.10926832299998068,0.003576040267944336,653,42,1284,2,0.0,0.010000000000191689,inf,
