cohort,old_solver_feasible,old_monitor_compliant,old_success,old_core_total_time,old_num_binary_variables,scenario_id,scenario_path,ego_id,rule,repeat,encoding,num_steps,solver_feasible,monitor_compliant,success,specification_time,solver_setup_time,solve_time,core_total_time,validation_time,gurobi_runtime,num_variables,num_binary_variables,num_constraints,solver_status,mip_gap,robustness,updated_tv,error
old_false_positive,True,False,False,1.088696197997706,115,DEU_AachenFrankenburg-1_295880_T-5899,/data_linux/Lab/highD-cr-scenarios/13_inD/scenarios/DEU_AachenFrankenburg-1_295880_T-5899.xml,10562,R_IN5,0,kurtz_lin_log_sos1,20,False,False,False,0.004785951999963345,0.32168579900002214,0.0015973970000118243,0.3280691479999973,,0.0006208419799804688,692,60,1323,4,,-inf,,
old_success,True,True,True,0.48660912200102757,115,DEU_AachenBendplatz-1_84280_T-4299_in5_safe_variant_27,/data_linux/Lab/commonroad-repairer-vp/scenarios/in5_generate/DEU_AachenBendplatz-1_84280_T-4299_in5_safe_variant_27.xml,10331,R_IN5,0,kurtz_lin_log_sos1,20,True,True,True,0.009256794999998874,0.3722662149999678,0.04052167000003237,0.42204467999999906,0.553362600000014,0.03936314582824707,733,72,1385,2,0.0,0.01,inf,
