scenario_id,scenario_path,ego_id,rule,repeat,num_steps,mode,lin2025_replanable,planner_returned,monitor_compliant,success,setup_time,planning_time,core_total_time,validation_time,fixed_other_id,updated_tv,error,rule_candidates_checked,rule_candidate_limit,in1_strategy
DEU_LocationALower-11_119_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-11_119_T-1.xml,10,R_G2,0,20,rule_filtered,True,True,True,True,0.9039195459990879,0.19378861399673042,0.19378861399673042,0.2855583230011689,8,inf,,1,0,paper_batch
DEU_LocationALower-12_123_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-12_123_T-1.xml,16,R_G2,0,20,rule_filtered,True,True,True,True,0.8952327239967417,0.17867136700078845,0.17867136700078845,0.06213702500099316,15,inf,,1,0,paper_batch
DEU_LocationALower-12_123_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-12_123_T-1.xml,19,R_G2,0,20,rule_filtered,True,True,True,True,0.8976139779988443,0.1689508899980865,0.1689508899980865,0.0706464139984746,16,inf,,1,0,paper_batch
DEU_LocationALower-12_124_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-12_124_T-1.xml,19,R_G2,0,20,rule_filtered,True,True,True,True,0.9157638720025716,0.18838398500156472,0.18838398500156472,0.07321096299710916,15,inf,,1,0,paper_batch
DEU_LocationALower-12_37_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-12_37_T-1.xml,28,R_G2,0,20,rule_filtered,True,True,True,True,0.9030704479991982,0.19375104199934867,0.19375104199934867,0.13898390299800667,30,inf,,1,0,paper_batch
DEU_LocationALower-25_149_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-25_149_T-1.xml,9,R_G2,0,13,rule_filtered,True,True,True,True,0.8300101770000765,0.2445648520006216,0.2445648520006216,0.25387749199944665,,inf,,1,0,paper_batch
DEU_LocationALower-25_167_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-25_167_T-1.xml,23,R_G2,0,20,rule_filtered,True,True,True,True,0.8952825420019508,0.17506426000181818,0.17506426000181818,0.09502131800036295,21,inf,,1,0,paper_batch
DEU_LocationALower-25_257_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-25_257_T-1.xml,25,R_G2,0,20,rule_filtered,True,True,True,True,0.9586810279979545,0.21577996500127483,0.21577996500127483,0.12974777600175003,22,inf,,5,0,paper_batch
DEU_LocationALower-26_141_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-26_141_T-1.xml,16,R_G2,0,20,rule_filtered,True,True,True,True,0.978149932998349,0.2304323629978171,0.2304323629978171,0.10209868400124833,15,inf,,7,0,paper_batch
DEU_LocationALower-26_236_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-26_236_T-1.xml,11,R_G2,0,20,rule_filtered,True,True,True,True,0.9323773090000032,0.3254687219996413,0.3254687219996413,0.3013426850011456,,inf,,1,0,paper_batch
DEU_LocationALower-26_238_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-26_238_T-1.xml,20,R_G2,0,20,rule_filtered,True,True,True,True,1.1374126080008864,0.2054300499985402,0.2054300499985402,0.14223515299818246,16,inf,,3,0,paper_batch
DEU_LocationALower-26_241_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-26_241_T-1.xml,24,R_G2,0,20,rule_filtered,True,True,True,True,0.9626608769976883,0.2552871640000376,0.2552871640000376,0.1497204689985665,21,inf,,14,0,paper_batch
DEU_LocationALower-26_59_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-26_59_T-1.xml,13,R_G2,0,20,rule_filtered,True,True,True,True,0.9267066329994122,0.19317379900166998,0.19317379900166998,0.11393115100145224,11,inf,,9,0,paper_batch
DEU_LocationALower-27_113_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-27_113_T-1.xml,22,R_G2,0,20,rule_filtered,True,True,True,True,0.9189744039977086,0.1995300229973509,0.1995300229973509,0.22413946300002863,21,inf,,1,0,paper_batch
DEU_LocationALower-27_115_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-27_115_T-1.xml,23,R_G2,0,20,rule_filtered,True,True,True,True,0.9563246449979488,0.21513018399855355,0.21513018399855355,0.14826450900000054,21,inf,,1,0,paper_batch
DEU_LocationALower-27_116_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-27_116_T-1.xml,21,R_G2,0,20,rule_filtered,True,True,True,True,0.9636479649998364,0.2546893220023776,0.2546893220023776,0.13795847100118408,18,inf,,7,0,paper_batch
DEU_LocationALower-27_119_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-27_119_T-1.xml,11,R_G2,0,20,rule_filtered,True,True,True,True,0.9828358779996051,0.16414219500074978,0.16414219500074978,0.1581816349971632,10,inf,,1,0,paper_batch
DEU_LocationALower-27_119_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-27_119_T-1.xml,18,R_G2,0,20,rule_filtered,True,True,True,True,0.8485016239974357,0.1461972600009176,0.1461972600009176,0.14837037200049963,15,inf,,1,0,paper_batch
DEU_LocationALower-27_131_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-27_131_T-1.xml,5,R_G2,0,4,rule_filtered,True,True,True,True,0.9972561220019998,0.11414305899961619,0.11414305899961619,0.13229767099983292,,inf,,1,0,paper_batch
DEU_LocationALower-27_226_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-27_226_T-1.xml,24,R_G2,0,20,rule_filtered,True,True,True,True,0.9610577439998451,0.2115435490013624,0.2115435490013624,0.16579660600109491,16,inf,,1,0,paper_batch
DEU_LocationALower-27_244_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-27_244_T-1.xml,13,R_G2,0,20,rule_filtered,True,True,True,True,0.9865255170007003,0.15143477899982827,0.15143477899982827,0.1567377649989794,10,inf,,1,0,paper_batch
DEU_LocationALower-27_270_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-27_270_T-1.xml,20,R_G2,0,20,rule_filtered,True,True,True,True,1.0897441220004112,0.20651845699831028,0.20651845699831028,0.22738148599819397,16,inf,,1,0,paper_batch
DEU_LocationALower-27_293_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-27_293_T-1.xml,29,R_G2,0,20,rule_filtered,True,True,True,True,1.324615884997911,0.23017076700125472,0.23017076700125472,0.718459202998929,26,inf,,5,0,paper_batch
DEU_LocationALower-27_294_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-27_294_T-1.xml,28,R_G2,0,20,rule_filtered,True,True,True,True,1.446370139001374,0.23038229500161833,0.23038229500161833,0.18901989300138666,29,inf,,6,0,paper_batch
DEU_LocationALower-27_294_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-27_294_T-1.xml,29,R_G2,0,20,rule_filtered,True,True,True,True,0.947481550003431,0.16918292799891788,0.16918292799891788,0.18482835100076045,24,inf,,1,0,paper_batch
DEU_LocationALower-27_29_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-27_29_T-1.xml,5,R_G2,0,5,rule_filtered,False,False,False,False,1.0406493120026425,0.4491719949983235,0.4491719949983235,,,,,0,0,paper_batch
DEU_LocationALower-28_211_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-28_211_T-1.xml,6,R_G2,0,8,rule_filtered,True,True,True,True,0.975838100999681,0.12413866799761308,0.12413866799761308,0.2049148440019053,,inf,,1,0,paper_batch
DEU_LocationALower-28_31_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-28_31_T-1.xml,9,R_G2,0,20,rule_filtered,True,True,True,True,0.9400900000000547,0.1745596700020542,0.1745596700020542,0.16041868200045428,6,inf,,1,0,paper_batch
DEU_LocationALower-28_46_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-28_46_T-1.xml,5,R_G2,0,12,rule_filtered,True,True,True,True,0.963082824000594,0.17354664499725914,0.17354664499725914,0.1934503440024855,,inf,,1,0,paper_batch
DEU_LocationALower-29_229_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-29_229_T-1.xml,22,R_G2,0,20,rule_filtered,True,True,True,True,0.9193326179993164,0.17505842900209245,0.17505842900209245,0.20383574700099416,20,inf,,1,0,paper_batch
DEU_LocationALower-31_64_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-31_64_T-1.xml,12,R_G2,0,16,rule_filtered,True,True,True,True,0.9415489819984941,0.24930516599852126,0.24930516599852126,0.2885076719976496,,inf,,1,0,paper_batch
DEU_LocationALower-31_81_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-31_81_T-1.xml,19,R_G2,0,20,rule_filtered,True,True,True,True,0.9974792749999324,0.20409236399791553,0.20409236399791553,0.2214218430017354,14,inf,,1,0,paper_batch
DEU_LocationALower-31_94_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-31_94_T-1.xml,24,R_G2,0,20,rule_filtered,True,True,True,True,0.9698886489968572,0.21126370899946778,0.21126370899946778,0.2552784839972446,22,inf,,8,0,paper_batch
DEU_LocationALower-31_95_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-31_95_T-1.xml,21,R_G2,0,20,rule_filtered,True,True,True,True,0.9149636969996209,0.49701473300228827,0.49701473300228827,0.22031806399900233,19,inf,,7,0,paper_batch
DEU_LocationALower-32_104_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-32_104_T-1.xml,17,R_G2,0,20,rule_filtered,True,True,True,True,0.9622384200010856,0.16458245900139445,0.16458245900139445,0.20770604900098988,13,inf,,1,0,paper_batch
DEU_LocationALower-33_129_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-33_129_T-1.xml,14,R_G2,0,20,rule_filtered,True,True,True,True,0.9012229690015374,0.1842024300021876,0.1842024300021876,0.23687109800084727,9,inf,,3,0,paper_batch
DEU_LocationALower-33_190_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-33_190_T-1.xml,22,R_G2,0,20,rule_filtered,True,True,True,True,0.8853368109994335,0.16643854699941585,0.16643854699941585,0.2310607590006839,19,inf,,1,0,paper_batch
DEU_LocationALower-33_36_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-33_36_T-1.xml,6,R_G2,0,9,rule_filtered,True,True,True,True,0.8236585859995103,0.11654848200123524,0.11654848200123524,0.21766447499976493,,inf,,1,0,paper_batch
DEU_LocationALower-33_49_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-33_49_T-1.xml,12,R_G2,0,19,rule_filtered,True,True,True,True,0.8023517600013292,0.3488866780026001,0.3488866780026001,0.2456610820008791,,inf,,1,0,paper_batch
DEU_LocationALower-34_124_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-34_124_T-1.xml,8,R_G2,0,20,rule_filtered,True,True,True,True,0.8500818540014734,0.17723831399780465,0.17723831399780465,0.22574822300157393,,inf,,12,0,paper_batch
DEU_LocationALower-34_159_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-34_159_T-1.xml,6,R_G2,0,6,rule_filtered,True,True,True,True,0.8223192270015716,0.0902922370005399,0.0902922370005399,0.22936777699942468,,inf,,1,0,paper_batch
DEU_LocationALower-34_197_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-34_197_T-1.xml,10,R_G2,0,7,rule_filtered,True,True,True,True,0.8373879060018226,0.1077699580018816,0.1077699580018816,0.23596153899779893,,inf,,1,0,paper_batch
DEU_LocationALower-34_206_T-1,scenarios/experiment_scenarios/highd/DEU_LocationALower-34_206_T-1.xml,20,R_G2,0,20,rule_filtered,True,True,True,True,0.8491113250020135,0.20765665900034946,0.20765665900034946,0.2386546730012924,17,inf,,16,0,paper_batch
