scenario_id,scenario_path,ego_id,rule,repeat,num_steps,mode,lin2025_replanable,planner_returned,monitor_compliant,success,setup_time,planning_time,core_total_time,validation_time,fixed_other_id,updated_tv,error,rule_candidates_checked,rule_candidate_limit,in1_strategy
DEU_AachenBendplatz-1_155320_T-5339,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_155320_T-5339.xml,10335,R_IN1,0,19,rule_filtered,False,False,False,False,7.1959000320021005,0.8571326630008116,0.8571326630008116,,,,,0,0,paper_batch
DEU_AachenBendplatz-1_75140_T-5159,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_75140_T-5159.xml,10203,R_IN1,0,19,rule_filtered,True,False,False,False,7.283343066999805,1.8678039489968796,1.8678039489968796,,,,,213,0,paper_batch
DEU_AachenBendplatz-1_171600_T-1619,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_171600_T-1619.xml,10125,R_IN1,0,19,rule_filtered,True,False,False,False,7.095849729001202,2.333409348000714,2.333409348000714,,,,,406,0,paper_batch
DEU_AachenBendplatz-1_124700_T-4719,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_124700_T-4719.xml,10320,R_IN1,0,19,rule_filtered,True,False,False,False,7.084669314001076,1.9843067949987017,1.9843067949987017,,,,,328,0,paper_batch
DEU_AachenBendplatz-1_12700_T-719,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_12700_T-719.xml,10035,R_IN1,0,19,rule_filtered,True,True,True,True,7.1448162800006685,0.35250078800163465,0.35250078800163465,0.7156885430013062,,inf,,5,0,paper_batch
DEU_AachenBendplatz-1_162800_T-2819,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_162800_T-2819.xml,10214,R_IN1,0,19,rule_filtered,True,False,False,False,7.062279115998535,0.9123020619990712,0.9123020619990712,,,,,5,0,paper_batch
DEU_AachenBendplatz-1_134900_T-4919,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_134900_T-4919.xml,10351,R_IN1,0,19,rule_filtered,True,True,True,True,7.245440160000726,0.1673010289996455,0.1673010289996455,0.7582074379970436,,inf,,2,0,paper_batch
DEU_AachenBendplatz-1_172260_T-2279,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_172260_T-2279.xml,10176,R_IN1,0,19,rule_filtered,False,False,False,False,8.24831430300037,0.763671640001121,0.763671640001121,,,,,0,0,paper_batch
DEU_AachenBendplatz-1_123940_T-3959,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_123940_T-3959.xml,10258,R_IN1,0,19,rule_filtered,True,False,False,False,8.013696784000786,1.2764862980002363,1.2764862980002363,,,,,52,0,paper_batch
DEU_AachenBendplatz-1_85160_T-5179,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_85160_T-5179.xml,10405,R_IN1,0,19,rule_filtered,True,False,False,False,7.2136652740009595,1.674800041000708,1.674800041000708,,,,,210,0,paper_batch
DEU_AachenBendplatz-1_141540_T-1559,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_141540_T-1559.xml,10095,R_IN1,0,19,rule_filtered,True,True,True,True,7.445305715002178,0.218162362001749,0.218162362001749,0.624136885999178,,inf,,12,0,paper_batch
DEU_AachenBendplatz-1_91260_T-1279,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_91260_T-1279.xml,10075,R_IN1,0,19,rule_filtered,True,False,False,False,7.812277269000333,1.3025129090019618,1.3025129090019618,,,,,41,0,paper_batch
DEU_AachenBendplatz-1_91280_T-1299,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_91280_T-1299.xml,10079,R_IN1,0,19,rule_filtered,True,False,False,False,7.627435621998302,1.048459511002875,1.048459511002875,,,,,52,0,paper_batch
DEU_AachenBendplatz-1_85140_T-5159,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_85140_T-5159.xml,10407,R_IN1,0,19,rule_filtered,True,True,True,True,7.077245929998753,0.18190987900015898,0.18190987900015898,0.6123914490017341,,inf,,3,0,paper_batch
DEU_AachenBendplatz-1_13540_T-559,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_13540_T-559.xml,10040,R_IN1,0,19,rule_filtered,True,True,True,True,7.009444153001823,0.5322635279990209,0.5322635279990209,0.5869006930006435,,inf,,14,0,paper_batch
DEU_AachenBendplatz-1_154520_T-4539,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_154520_T-4539.xml,10285,R_IN1,0,19,rule_filtered,True,True,True,True,7.075724858001195,0.21101550800085533,0.21101550800085533,0.6446080960013205,,inf,,3,0,paper_batch
DEU_AachenBendplatz-1_93520_T-3539,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_93520_T-3539.xml,10208,R_IN1,0,19,rule_filtered,True,True,True,True,7.159513924001658,0.27823161500054994,0.27823161500054994,0.6003695250001329,,inf,,7,0,paper_batch
DEU_AachenBendplatz-1_143020_T-3039,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_143020_T-3039.xml,10228,R_IN1,0,19,rule_filtered,True,False,False,False,8.13467405299889,2.6661794940009713,2.6661794940009713,,,,,305,0,paper_batch
DEU_AachenBendplatz-1_132600_T-2619,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_132600_T-2619.xml,10185,R_IN1,0,19,rule_filtered,False,False,False,False,8.38690827100072,1.236407729000348,1.236407729000348,,,,,0,0,paper_batch
