scenario_id,scenario_path,ego_id,rule,repeat,num_steps,mode,lin2025_replanable,planner_returned,monitor_compliant,success,setup_time,planning_time,core_total_time,validation_time,fixed_other_id,updated_tv,error,rule_candidates_checked,rule_candidate_limit,in1_strategy
DEU_AachenFrankenburg-1_201920_T-1939,scenarios/experiment_scenarios/ind_13/DEU_AachenFrankenburg-1_201920_T-1939.xml,10185,R_IN3_hand_draft,0,19,rule_filtered,True,False,False,False,4.015387941999506,10.759466638999584,10.759466638999584,,10183,,,2154,0,paper_batch
DEU_AachenFrankenburg-1_214320_T-4339,scenarios/experiment_scenarios/ind_13/DEU_AachenFrankenburg-1_214320_T-4339.xml,10381,R_IN3_hand_draft,0,19,rule_filtered,True,False,False,False,4.337036501001421,4.695727046000684,4.695727046000684,,10379,,,803,0,paper_batch
DEU_AachenFrankenburg-1_231880_T-1899,scenarios/experiment_scenarios/ind_13/DEU_AachenFrankenburg-1_231880_T-1899.xml,10184,R_IN3_hand_draft,0,19,rule_filtered,True,False,False,False,4.200443006000569,1.7655457030014077,1.7655457030014077,,10176,,,221,0,paper_batch
DEU_AachenFrankenburg-1_26540_T-559,scenarios/experiment_scenarios/ind_13/DEU_AachenFrankenburg-1_26540_T-559.xml,10066,R_IN3_hand_draft,0,19,rule_filtered,True,False,False,False,4.365624302001379,2.657903143001022,2.657903143001022,,10060,,,266,0,paper_batch
DEU_AachenFrankenburg-1_291080_T-1099,scenarios/experiment_scenarios/ind_13/DEU_AachenFrankenburg-1_291080_T-1099.xml,10131,R_IN3_hand_draft,0,19,rule_filtered,True,True,True,True,4.204150226996717,0.48277098900143756,0.48277098900143756,0.19219381799848634,10128,inf,,67,0,paper_batch
DEU_AachenFrankenburg-1_294020_T-4039,scenarios/experiment_scenarios/ind_13/DEU_AachenFrankenburg-1_294020_T-4039.xml,10394,R_IN3_hand_draft,0,19,rule_filtered,True,True,True,True,4.329248623998865,0.33938490400032606,0.33938490400032606,0.19010862700088182,10389,inf,,41,0,paper_batch
DEU_AachenFrankenburg-1_183920_T-3939,scenarios/experiment_scenarios/ind_converter_2026/DEU_AachenFrankenburg-1_183920_T-3939.xml,10289,R_IN3_hand_draft,0,19,rule_filtered,True,True,True,True,4.364335422000295,0.10720697199940332,0.10720697199940332,0.18652933400153415,10290,inf,,1,0,paper_batch
DEU_AachenFrankenburg-1_184840_T-4859,scenarios/experiment_scenarios/ind_converter_2026/DEU_AachenFrankenburg-1_184840_T-4859.xml,10366,R_IN3_hand_draft,0,19,rule_filtered,False,False,False,False,4.258557089000533,0.4578698670011363,0.4578698670011363,,10367,,,0,0,paper_batch
DEU_AachenFrankenburg-1_19980_T-999,scenarios/experiment_scenarios/ind_converter_2026/DEU_AachenFrankenburg-1_19980_T-999.xml,10083,R_IN3_hand_draft,0,19,rule_filtered,True,False,False,False,4.580155527000898,7.329819853999652,7.329819853999652,,10085,,,993,0,paper_batch
DEU_AachenFrankenburg-1_202240_T-2259,scenarios/experiment_scenarios/ind_converter_2026/DEU_AachenFrankenburg-1_202240_T-2259.xml,10200,R_IN3_hand_draft,0,19,rule_filtered,True,False,False,False,5.024610174998088,2.2736131950005074,2.2736131950005074,,10198,,,171,0,paper_batch
DEU_AachenFrankenburg-1_202720_T-2739,scenarios/experiment_scenarios/ind_converter_2026/DEU_AachenFrankenburg-1_202720_T-2739.xml,10227,R_IN3_hand_draft,0,19,rule_filtered,True,False,False,False,4.993210053002258,6.447232847000123,6.447232847000123,,10225,,,749,0,paper_batch
DEU_AachenFrankenburg-1_202900_T-2919,scenarios/experiment_scenarios/ind_converter_2026/DEU_AachenFrankenburg-1_202900_T-2919.xml,10233,R_IN3_hand_draft,0,19,rule_filtered,False,False,False,False,5.127940733000287,,,,10239,,"Exception: Initial state or reference incorrect! Curvilinear velocity is negative which indicatesthat the ego vehicle is not driving in the same direction as specified by the reference
Traceback (most recent call last):
  File ""/data_linux/Lab/commonroad-repairer-vp/sampling_comparison/benchmark.py"", line 564, in evaluate
    optimal = planner.plan()
  File ""/data_linux/Lab/commonroad-repairer-vp/sampling_comparison/vendor/reactive_planner_ab96a839/commonroad_rp/reactive_planner.py"", line 652, in plan
    self.x_0_cl = self._compute_initial_states(self.x_0)
  File ""/data_linux/Lab/commonroad-repairer-vp/sampling_comparison/vendor/reactive_planner_ab96a839/commonroad_rp/reactive_planner.py"", line 555, in _compute_initial_states
    raise Exception(""Initial state or reference incorrect! Curvilinear velocity is negative which indicates""
Exception: Initial state or reference incorrect! Curvilinear velocity is negative which indicatesthat the ego vehicle is not driving in the same direction as specified by the reference
",,0,paper_batch
DEU_AachenFrankenburg-1_206360_T-6379,scenarios/experiment_scenarios/ind_converter_2026/DEU_AachenFrankenburg-1_206360_T-6379.xml,10490,R_IN3_hand_draft,0,19,rule_filtered,True,True,True,True,5.095299018998048,0.23671936199752963,0.23671936199752963,0.23904640899854712,10492,inf,,15,0,paper_batch
