cohort,old_solver_feasible,old_monitor_compliant,old_success,old_core_total_time,old_num_binary_variables,scenario_id,scenario_path,ego_id,rule,repeat,encoding,num_steps,solver_feasible,monitor_compliant,success,specification_time,solver_setup_time,solve_time,core_total_time,validation_time,gurobi_runtime,num_variables,num_binary_variables,num_constraints,solver_status,mip_gap,robustness,updated_tv,updated_other_id,error
old_false_positive,True,False,False,0.5529758510001557,73,DEU_AachenFrankenburg-1_206360_T-6379,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_converter_2026_update/DEU_AachenFrankenburg-1_206360_T-6379.xml,10490,R_IN3,0,kurtz_lin_log_sos1,20,False,False,False,0.007823522999956367,0.30068037399996683,0.0026435519999949975,0.3111474489999182,,0.0014319419860839844,619,30,1227,4,,-inf,,,
old_success,True,True,True,0.19387547399855976,57,DEU_AachenFrankenburg-1_26500_T-519,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_converter_2026_update/DEU_AachenFrankenburg-1_26500_T-519.xml,10059,R_IN3,0,kurtz_lin_log_sos1,20,True,True,True,0.018462496999973155,0.3361187070000824,0.0027723040000182664,0.3573535080000738,0.8451735659999713,0.001628875732421875,542,0,1123,2,,0.010000000021710682,inf,,
