cohort,old_solver_feasible,old_monitor_compliant,old_success,old_core_total_time,old_num_binary_variables,scenario_id,scenario_path,ego_id,rule,repeat,encoding,num_steps,solver_feasible,monitor_compliant,success,specification_time,solver_setup_time,solve_time,core_total_time,validation_time,gurobi_runtime,num_variables,num_binary_variables,num_constraints,solver_status,mip_gap,robustness,updated_tv,updated_other_id,error
old_false_positive,True,False,False,2.7216533749997325,420,DEU_LocationALower-13_56_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-13_56_T-1.xml,10,R_G1_R_G3,0,kurtz_lin_log_sos1,21,True,True,True,0.026359888000001774,1.9723415979999572,1.4910147070000903,3.4897161930000493,0.09588610399998743,1.4896841049194336,2186,189,3657,2,1.950282517893321e-06,0.01,inf,,
old_success,True,True,True,2.5891290870004013,399,DEU_LocationALower-28_252_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-28_252_T-1.xml,18,R_G1_R_G3,0,kurtz_lin_log_sos1,21,True,True,True,0.4490003459999343,6.462953563000042,19.229160071000024,26.14111398,0.08206784599997263,19.22781801223755,5147,567,8067,2,2.508866784114026e-06,0.009999999999367404,inf,,
