cohort,old_solver_feasible,old_monitor_compliant,old_success,old_core_total_time,old_num_binary_variables,scenario_id,scenario_path,ego_id,rule,repeat,encoding,num_steps,solver_feasible,monitor_compliant,success,specification_time,solver_setup_time,solve_time,core_total_time,validation_time,gurobi_runtime,num_variables,num_binary_variables,num_constraints,solver_status,mip_gap,robustness,updated_tv,updated_other_id,error
old_false_positive,True,False,False,0.925622143999135,128,DEU_AachenFrankenburg-1_265260_T-5279,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenFrankenburg-1_265260_T-5279.xml,10453,R_IN4,0,kurtz_lin_log_sos1,20,False,False,False,0.01164611399997284,0.4464438429999973,0.0019305490000078862,0.460020505999978,,0.0007359981536865234,717,60,1373,4,,-inf,,,
old_success,True,True,True,0.4384697450004751,91,DEU_AachenBendplatz-1_15160_T-179,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_15160_T-179.xml,10016,R_IN4,0,kurtz_lin_log_sos1,20,False,False,False,0.006624643999998625,0.2540592479999759,0.0020470140000270476,0.2627309060000016,,0.0012099742889404297,623,30,1235,4,,-inf,,,
