cohort,old_solver_feasible,old_monitor_compliant,old_success,old_core_total_time,old_num_binary_variables,scenario_id,scenario_path,ego_id,rule,repeat,encoding,num_steps,solver_feasible,monitor_compliant,success,specification_time,solver_setup_time,solve_time,core_total_time,validation_time,gurobi_runtime,num_variables,num_binary_variables,num_constraints,solver_status,mip_gap,robustness,updated_tv,updated_other_id,error
old_false_positive,True,False,False,2.7216533749997325,420,DEU_LocationALower-13_56_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-13_56_T-1.xml,10,R_G1_R_G3,0,kurtz_lin_log_sos1,21,True,True,True,0.016283380999993824,1.2113717089998772,0.4741617419999784,1.7018168319998495,0.059275673000001916,0.4736149311065674,2102,189,3405,2,3.016370791409614e-07,0.01,inf,,
old_success,True,True,True,2.5891290870004013,399,DEU_LocationALower-28_252_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-28_252_T-1.xml,18,R_G1_R_G3,0,kurtz_lin_log_sos1,21,True,True,True,0.019954286000029242,3.1726366849998158,5.948802139999998,9.141393110999843,0.05628322000006847,5.948154926300049,5063,567,7815,2,1.0668377662734924e-05,0.01,inf,,
