cohort,old_solver_feasible,old_monitor_compliant,old_success,old_core_total_time,old_num_binary_variables,scenario_id,scenario_path,ego_id,rule,repeat,encoding,num_steps,solver_feasible,monitor_compliant,success,specification_time,solver_setup_time,solve_time,core_total_time,validation_time,gurobi_runtime,num_variables,num_binary_variables,num_constraints,solver_status,mip_gap,robustness,updated_tv,updated_other_id,error
old_false_positive,True,False,False,0.925622143999135,128,DEU_AachenFrankenburg-1_265260_T-5279,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenFrankenburg-1_265260_T-5279.xml,10453,R_IN4,0,kurtz_lin_log_sos1,20,False,False,False,0.006352419999984704,0.2442919150000762,0.0008240199999818287,0.2514683550000427,,0.0003681182861328125,637,60,1133,4,,-inf,,,
old_success,True,True,True,0.4384697450004751,91,DEU_AachenBendplatz-1_15160_T-179,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_15160_T-179.xml,10016,R_IN4,0,kurtz_lin_log_sos1,20,True,True,True,0.0035077940001428942,0.2213058260001617,0.0035687859999598004,0.22838240600026438,0.42245836200004305,0.003077983856201172,585,40,1039,2,0.0,0.01,inf,,
