scenario_id,scenario_path,ego_id,rule,repeat,encoding,num_steps,solver_feasible,monitor_compliant,success,specification_time,solver_setup_time,solve_time,core_total_time,validation_time,gurobi_runtime,num_variables,num_binary_variables,num_constraints,solver_status,mip_gap,robustness,updated_tv,updated_other_id,updated_diagnostics,error
DEU_AachenFrankenburg-1_265260_T-5279,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenFrankenburg-1_265260_T-5279.xml,10453,R_IN4,0,kurtz_lin_log_sos1,20,True,False,False,0.005421370000021852,0.3209192439999242,0.06369553599984101,0.3900361499997871,0.19415967800000544,0.06323599815368652,734,80,1247,2,0.0,0.009999999996778388,3.4000000000000004,"(10454,)","[{""causes_braking"": false, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": true, ""t"": 16}, {""causes_braking"": false, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": true, ""t"": 17}, {""causes_braking"": false, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": true, ""t"": 18}, {""causes_braking"": false, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": true, ""t"": 19}]",
DEU_AachenBendplatz-1_15160_T-179,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_15160_T-179.xml,10016,R_IN4,0,kurtz_lin_log_sos1,20,False,False,False,0.00318517900018378,0.24258594999992056,0.0007014560001152859,0.24647258500021962,,0.0003521442413330078,634,40,1097,4,,-inf,,,,
