scenario_id,scenario_path,ego_id,rule,repeat,encoding,num_steps,solver_feasible,monitor_compliant,success,specification_time,solver_setup_time,solve_time,core_total_time,validation_time,gurobi_runtime,num_variables,num_binary_variables,num_constraints,solver_status,mip_gap,robustness,updated_tv,updated_other_id,updated_diagnostics,error
DEU_AachenFrankenburg-1_265260_T-5279,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenFrankenburg-1_265260_T-5279.xml,10453,R_IN4,0,kurtz_lin_log_sos1,20,True,False,False,0.005375791999995272,0.32523450700000467,0.0634979450001083,0.39410824400010824,0.19539803800012123,0.06301212310791016,734,80,1247,2,0.0,0.009999999996778388,3.4000000000000004,"(10454,)","[{""causes_braking"": false, ""conflict_lanelet_ids"": [114], ""d"": -1.0230977944245199, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": true, ""s"": 69.84736859110419, ""t"": 16}, {""causes_braking"": false, ""conflict_lanelet_ids"": [114], ""d"": -1.0030180316270536, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": true, ""s"": 69.99149474846787, ""t"": 17}, {""causes_braking"": false, ""conflict_lanelet_ids"": [114], ""d"": -0.9842496065532758, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": true, ""s"": 70.09452818455647, ""t"": 18}, {""causes_braking"": false, ""conflict_lanelet_ids"": [114], ""d"": -0.9663546503534126, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": true, ""s"": 70.18097206178426, ""t"": 19}]",
DEU_AachenBendplatz-1_15160_T-179,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_15160_T-179.xml,10016,R_IN4,0,kurtz_lin_log_sos1,20,False,False,False,0.00322635999987142,0.24745995599982962,0.0006985900001836853,0.2513849059998847,,0.0003409385681152344,634,40,1097,4,,-inf,,,,
