scenario_id,scenario_path,ego_id,rule,repeat,encoding,num_steps,solver_feasible,monitor_compliant,success,specification_time,solver_setup_time,solve_time,core_total_time,validation_time,gurobi_runtime,num_variables,num_binary_variables,num_constraints,solver_status,mip_gap,robustness,updated_tv,updated_other_id,updated_diagnostics,candidate_sd_at_tv,error
DEU_AachenFrankenburg-1_265260_T-5279,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenFrankenburg-1_265260_T-5279.xml,10453,R_IN4,0,kurtz_lin_log_sos1,20,True,False,False,0.005561752000176057,0.3142258830000628,0.06471802200007915,0.384505657000318,0.19287591600004816,0.06422114372253418,730,80,1239,2,0.0,0.01,3.6,"(10454,)","[{""causes_braking"": false, ""conflict_lanelet_ids"": [114], ""d"": -0.9787232674388213, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": true, ""s"": 70.73824105131217, ""t"": 17}, {""causes_braking"": false, ""conflict_lanelet_ids"": [114], ""d"": -0.957935422949123, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": true, ""s"": 71.65494072923485, ""t"": 18}, {""causes_braking"": false, ""conflict_lanelet_ids"": [114], ""d"": -0.9380379739916586, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": true, ""s"": 72.60706050829204, ""t"": 19}]","{""t"": 18, ""s"": 71.65494418254634, ""d"": -0.9579353110580815}",
DEU_AachenBendplatz-1_15160_T-179,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_2024/DEU_AachenBendplatz-1_15160_T-179.xml,10016,R_IN4,0,kurtz_lin_log_sos1,20,False,False,False,0.0030792299999120587,0.23793683099984264,0.0007102140002643864,0.2417262750000191,,0.0003528594970703125,634,40,1097,4,,-inf,,,,,
