scenario_id,scenario_path,ego_id,rule,repeat,encoding,num_steps,solver_feasible,monitor_compliant,success,specification_time,solver_setup_time,solve_time,core_total_time,validation_time,gurobi_runtime,num_variables,num_binary_variables,num_constraints,solver_status,mip_gap,robustness,updated_tv,updated_other_id,updated_diagnostics,error
DEU_AachenFrankenburg-1_206360_T-6379,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_converter_2026_update/DEU_AachenFrankenburg-1_206360_T-6379.xml,10490,R_IN3,0,kurtz_lin_log_sos1,20,True,False,False,0.003982291000056648,0.19510390200002803,0.04368029500005832,0.242766488000143,0.2123567680000633,0.043241024017333984,567,36,1019,2,0.0,0.01,1.6,"(10492,)","[{""causes_braking"": false, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""t"": 7}, {""causes_braking"": false, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""t"": 8}, {""causes_braking"": false, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""t"": 9}, {""causes_braking"": false, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""t"": 10}, {""causes_braking"": false, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""t"": 11}, {""causes_braking"": false, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""t"": 12}, {""causes_braking"": false, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""t"": 13}, {""causes_braking"": false, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""t"": 14}]",
