scenario_id,scenario_path,ego_id,rule,repeat,num_steps,solver_feasible,monitor_compliant,success,specification_time,solver_setup_time,solve_time,core_total_time,validation_time,gurobi_runtime,num_variables,num_binary_variables,num_constraints,robustness,updated_tv,error
DEU_LocationALower-11_102_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-11_102_T-1.xml,16,R_G1_R_G3,0,21,True,True,True,0.011517253000420169,1.611095784999634,0.01995051299854822,1.6425635509986023,0.10862068899950827,0.01885700225830078,1662,420,2021,0.0,inf,
DEU_LocationALower-11_110_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-11_110_T-1.xml,16,R_G1_R_G3,0,21,True,True,True,0.01956842400068126,1.525315954000689,0.03361881100136088,1.5785031890027312,0.1524693280007341,0.03243303298950195,1662,420,2021,0.0,inf,
DEU_LocationALower-11_131_T-1,/data_linux/Lab/highD-cr-scenarios/highD-repair/DEU_LocationALower-11_131_T-1.xml,18,R_G1_R_G3,0,21,True,True,True,0.015603612999257166,1.5348381800013158,0.028555037000842276,1.5789968300014152,0.17022343600001477,0.027090072631835938,1662,420,2021,0.0,inf,
