scenario_id,scenario_path,ego_id,rule,repeat,encoding,num_steps,solver_feasible,monitor_compliant,success,specification_time,solver_setup_time,solve_time,core_total_time,validation_time,gurobi_runtime,num_variables,num_binary_variables,num_constraints,solver_status,mip_gap,robustness,updated_tv,updated_other_id,updated_diagnostics,error
DEU_AachenFrankenburg-1_206360_T-6379,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_converter_2026_update/DEU_AachenFrankenburg-1_206360_T-6379.xml,10490,R_IN3,0,kurtz_lin_log_sos1,20,True,False,False,0.004235259000097358,0.2283468340001491,0.02675137000005634,0.2593334630003028,0.16118516500000624,0.02634596824645996,611,40,1070,2,0.0,0.01,1.6,"(10492,)","[{""causes_braking"": false, ""conflict_lanelet_ids"": [120], ""d"": -2.75690978766283, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""s"": 51.59314977686123, ""t"": 7}, {""causes_braking"": false, ""conflict_lanelet_ids"": [120], ""d"": -3.3771541189950565, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""s"": 51.70222707570594, ""t"": 8}, {""causes_braking"": false, ""conflict_lanelet_ids"": [120, 141], ""d"": -4.001990321800122, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""s"": 51.812585368991655, ""t"": 9}, {""causes_braking"": false, ""conflict_lanelet_ids"": [120, 141], ""d"": -4.615622761976668, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""s"": 51.93575171817629, ""t"": 10}, {""causes_braking"": false, ""conflict_lanelet_ids"": [120, 141], ""d"": -5.201167784617184, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""s"": 52.07897563363419, ""t"": 11}, {""causes_braking"": false, ""conflict_lanelet_ids"": [120, 141], ""d"": -5.739880861967254, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""s"": 52.24719188984739, ""t"": 12}, {""causes_braking"": false, ""conflict_lanelet_ids"": [120, 141], ""d"": -6.210313874893206, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""s"": 52.44947765863405, ""t"": 13}, {""causes_braking"": false, ""conflict_lanelet_ids"": [120, 141], ""d"": -6.600336194094432, ""ego_in_conflict"": true, ""ego_on_intersection"": true, ""other_in_conflict"": false, ""s"": 52.69477049022075, ""t"": 14}]",
