scenario_id,ego_id,sat_solver_mode,success,iterations,tv,tc,updated_tv,domain_dict_size,domain_dict_time,sat_time,constraint_extraction_time,constraint_conversion_time,lp_time,trajectory_build_time,compliance_check_time,core_total_time,wall_time,error
DEU_LocationALower-14_14_T-1,13,domain_dpll,True,1,1,1,0.2,0,0.0016012191772460938,1.9550323486328125e-05,0.00027680397033691406,0.0003178119659423828,0.002656698226928711,0.0002930164337158203,0.0,0.00516510009765625,1.3305745124816895,
DEU_LocationALower-11_131_T-1,18,domain_dpll,True,1,9,1,inf,0,0.0017995834350585938,1.7404556274414062e-05,0.0003600120544433594,0.00039649009704589844,0.0020911693572998047,0.0002765655517578125,0.0,0.004941225051879883,1.3188912868499756,
DEU_LocationALower-11_4_T-1,18,domain_dpll,True,1,6,1,inf,0,0.0016171932220458984,1.811981201171875e-05,0.0003025531768798828,0.00034356117248535156,0.0018076896667480469,0.00026726722717285156,0.0,0.00435638427734375,1.1886401176452637,
DEU_LocationALower-11_43_T-1,17,domain_dpll,True,2,2,1,inf,0,0.0016982555389404297,3.3855438232421875e-05,0.0002956390380859375,0.0003361701965332031,0.0023174285888671875,0.00024199485778808594,0.0,0.004923343658447266,1.2629847526550293,
DEU_LocationALower-11_56_T-1,15,domain_dpll,True,1,14,1,inf,0,0.0017023086547851562,1.9788742065429688e-05,0.0003170967102050781,0.0003628730773925781,0.0021331310272216797,0.00026035308837890625,0.0,0.004795551300048828,1.217052936553955,
DEU_LocationALower-11_64_T-1,18,domain_dpll,True,1,15,1,inf,0,0.0018129348754882812,2.193450927734375e-05,0.00035309791564941406,0.0004146099090576172,0.0022432804107666016,0.0003006458282470703,0.0,0.005146503448486328,1.256450891494751,
DEU_LocationALower-12_109_T-1,20,domain_dpll,True,1,19,1,inf,0,0.0016582012176513672,1.8835067749023438e-05,0.0003249645233154297,0.00034165382385253906,0.0018224716186523438,0.0002155303955078125,0.0,0.004381656646728516,1.3167870044708252,
DEU_LocationALower-12_217_T-1,14,domain_dpll,True,1,17,1,inf,0,0.001737356185913086,2.1219253540039062e-05,0.00030231475830078125,0.0003342628479003906,0.002126455307006836,0.00028061866760253906,0.0,0.004802227020263672,1.2284438610076904,
DEU_LocationALower-12_52_T-1,26,domain_dpll,True,1,7,1,inf,0,0.0015990734100341797,1.7404556274414062e-05,0.00028967857360839844,0.00032067298889160156,0.0019190311431884766,0.00020956993103027344,0.0,0.004355430603027344,1.345313549041748,
DEU_LocationALower-13_162_T-1,21,domain_dpll,True,1,17,1,inf,0,0.0016520023345947266,1.9073486328125e-05,0.00030422210693359375,0.0003407001495361328,0.002830028533935547,0.00045299530029296875,0.0,0.005599021911621094,1.22532320022583,
