rule_group,scenario_id,ego_id,sat_solver_mode,monitor_ok,repair_ok,repaired,tv,tv_class,rule_to_tv,rule_to_tv_classes,iterations,error_type,error,captured_failure_lines,potential_masked_bug,wall_time
R_G3,DEU_LocationALower-11_110_T-1,16,dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,,False,1.0322659015655518
R_G3,DEU_LocationALower-11_110_T-1,16,domain_dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0251598358154297
R_G3,DEU_LocationALower-11_131_T-1,18,dpll,True,True,True,19,finite_positive,{'R_G3': 19},{'R_G3': 'finite_positive'},1,,,,False,0.9987692832946777
R_G3,DEU_LocationALower-11_131_T-1,18,domain_dpll,True,True,True,19,finite_positive,{'R_G3': 19},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.3986380100250244
R_G3,DEU_LocationALower-11_4_T-1,18,dpll,True,True,True,1,finite_positive,{'R_G3': 1},{'R_G3': 'finite_positive'},1,,,,False,1.0181992053985596
R_G3,DEU_LocationALower-11_4_T-1,18,domain_dpll,True,True,True,1,finite_positive,{'R_G3': 1},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,0.996535062789917
R_G3,DEU_LocationALower-11_43_T-1,17,dpll,True,True,True,8,finite_positive,{'R_G3': 8},{'R_G3': 'finite_positive'},1,,,,False,1.0153899192810059
R_G3,DEU_LocationALower-11_43_T-1,17,domain_dpll,True,True,True,8,finite_positive,{'R_G3': 8},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0440723896026611
R_G3,DEU_LocationALower-11_56_T-1,15,dpll,True,True,True,1,finite_positive,{'R_G3': 1},{'R_G3': 'finite_positive'},1,,,,False,1.001833200454712
R_G3,DEU_LocationALower-11_56_T-1,15,domain_dpll,True,True,True,1,finite_positive,{'R_G3': 1},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,0.9546561241149902
R_G3,DEU_LocationALower-11_64_T-1,18,dpll,True,True,True,15,finite_positive,{'R_G3': 15},{'R_G3': 'finite_positive'},1,,,,False,0.9743618965148926
R_G3,DEU_LocationALower-11_64_T-1,18,domain_dpll,True,True,True,15,finite_positive,{'R_G3': 15},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0114154815673828
R_G3,DEU_LocationALower-12_109_T-1,20,dpll,True,True,True,8,finite_positive,{'R_G3': 8},{'R_G3': 'finite_positive'},1,,,,False,1.0178885459899902
R_G3,DEU_LocationALower-12_109_T-1,20,domain_dpll,True,True,True,8,finite_positive,{'R_G3': 8},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,0.9773609638214111
R_G3,DEU_LocationALower-12_167_T-1,12,dpll,True,True,True,11,finite_positive,{'R_G3': 11},{'R_G3': 'finite_positive'},1,,,,False,1.006181001663208
R_G3,DEU_LocationALower-12_167_T-1,12,domain_dpll,True,True,True,11,finite_positive,{'R_G3': 11},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0082554817199707
R_G3,DEU_LocationALower-12_217_T-1,14,dpll,True,True,True,6,finite_positive,{'R_G3': 6},{'R_G3': 'finite_positive'},1,,,,False,1.0544681549072266
R_G3,DEU_LocationALower-12_217_T-1,14,domain_dpll,True,True,True,6,finite_positive,{'R_G3': 6},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0419318675994873
R_G3,DEU_LocationALower-12_52_T-1,26,dpll,True,True,True,14,finite_positive,{'R_G3': 14},{'R_G3': 'finite_positive'},1,,,,False,1.031987190246582
R_G3,DEU_LocationALower-12_52_T-1,26,domain_dpll,True,True,True,14,finite_positive,{'R_G3': 14},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0239381790161133
R_G3,DEU_LocationALower-13_162_T-1,21,dpll,True,True,True,10,finite_positive,{'R_G3': 10},{'R_G3': 'finite_positive'},1,,,,False,0.9713413715362549
R_G3,DEU_LocationALower-13_162_T-1,21,domain_dpll,True,True,True,10,finite_positive,{'R_G3': 10},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,0.9735286235809326
R_G3,DEU_LocationALower-13_167_T-1,17,dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,,False,1.3329999446868896
R_G3,DEU_LocationALower-13_167_T-1,17,domain_dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0342674255371094
R_G3,DEU_LocationALower-13_168_T-1,12,dpll,True,True,True,6,finite_positive,{'R_G3': 6},{'R_G3': 'finite_positive'},1,,,,False,0.9945974349975586
R_G3,DEU_LocationALower-13_168_T-1,12,domain_dpll,True,True,True,6,finite_positive,{'R_G3': 6},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,0.9953691959381104
R_G3,DEU_LocationALower-13_214_T-1,21,dpll,True,True,True,14,finite_positive,{'R_G3': 14},{'R_G3': 'finite_positive'},1,,,,False,0.9998550415039062
R_G3,DEU_LocationALower-13_214_T-1,21,domain_dpll,True,True,True,14,finite_positive,{'R_G3': 14},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0019266605377197
R_G3,DEU_LocationALower-13_239_T-1,18,dpll,True,True,True,12,finite_positive,{'R_G3': 12},{'R_G3': 'finite_positive'},1,,,,False,0.9843876361846924
R_G3,DEU_LocationALower-13_239_T-1,18,domain_dpll,True,True,True,12,finite_positive,{'R_G3': 12},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,0.9975504875183105
R_G3,DEU_LocationALower-13_241_T-1,20,dpll,True,True,True,20,finite_positive,{'R_G3': 20},{'R_G3': 'finite_positive'},1,,,,False,1.0108261108398438
R_G3,DEU_LocationALower-13_241_T-1,20,domain_dpll,True,True,True,20,finite_positive,{'R_G3': 20},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0058109760284424
R_G3,DEU_LocationALower-13_247_T-1,15,dpll,True,True,True,6,finite_positive,{'R_G3': 6},{'R_G3': 'finite_positive'},1,,,,False,0.9961678981781006
R_G3,DEU_LocationALower-13_247_T-1,15,domain_dpll,True,True,True,6,finite_positive,{'R_G3': 6},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,0.9998772144317627
R_G3,DEU_LocationALower-13_29_T-1,18,dpll,True,True,True,15,finite_positive,{'R_G3': 15},{'R_G3': 'finite_positive'},1,,,,False,1.0075719356536865
R_G3,DEU_LocationALower-13_29_T-1,18,domain_dpll,True,True,True,15,finite_positive,{'R_G3': 15},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0359065532684326
R_G3,DEU_LocationALower-13_56_T-1,10,dpll,True,True,True,1,finite_positive,{'R_G3': 1},{'R_G3': 'finite_positive'},1,,,,False,1.0487074851989746
R_G3,DEU_LocationALower-13_56_T-1,10,domain_dpll,True,True,True,1,finite_positive,{'R_G3': 1},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.036311388015747
R_G3,DEU_LocationALower-13_82_T-1,17,dpll,True,True,True,13,finite_positive,{'R_G3': 13},{'R_G3': 'finite_positive'},1,,,,False,1.0096874237060547
R_G3,DEU_LocationALower-13_82_T-1,17,domain_dpll,True,True,True,13,finite_positive,{'R_G3': 13},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.026829719543457
R_G3,DEU_LocationALower-14_14_T-1,13,dpll,True,True,True,1,finite_positive,{'R_G3': 1},{'R_G3': 'finite_positive'},1,,,,False,1.0561678409576416
R_G3,DEU_LocationALower-14_14_T-1,13,domain_dpll,True,True,True,1,finite_positive,{'R_G3': 1},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.044248342514038
R_G3,DEU_LocationALower-14_161_T-1,21,dpll,True,True,True,6,finite_positive,{'R_G3': 6},{'R_G3': 'finite_positive'},1,,,,False,1.396540641784668
R_G3,DEU_LocationALower-14_161_T-1,21,domain_dpll,True,True,True,6,finite_positive,{'R_G3': 6},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0531859397888184
R_G3,DEU_LocationALower-14_219_T-1,12,dpll,True,True,True,9,finite_positive,{'R_G3': 9},{'R_G3': 'finite_positive'},1,,,,False,1.0358288288116455
R_G3,DEU_LocationALower-14_219_T-1,12,domain_dpll,True,True,True,9,finite_positive,{'R_G3': 9},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0244901180267334
R_G3,DEU_LocationALower-14_247_T-1,16,dpll,True,True,True,19,finite_positive,{'R_G3': 19},{'R_G3': 'finite_positive'},1,,,,False,1.0132904052734375
R_G3,DEU_LocationALower-14_247_T-1,16,domain_dpll,True,True,True,19,finite_positive,{'R_G3': 19},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.019446611404419
R_G3,DEU_LocationALower-14_252_T-1,12,dpll,True,True,True,9,finite_positive,{'R_G3': 9},{'R_G3': 'finite_positive'},1,,,,False,1.042154312133789
R_G3,DEU_LocationALower-14_252_T-1,12,domain_dpll,True,True,True,9,finite_positive,{'R_G3': 9},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0935442447662354
R_G3,DEU_LocationALower-14_255_T-1,11,dpll,True,True,True,3,finite_positive,{'R_G3': 3},{'R_G3': 'finite_positive'},1,,,,False,1.0405220985412598
R_G3,DEU_LocationALower-14_255_T-1,11,domain_dpll,True,True,True,3,finite_positive,{'R_G3': 3},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0460050106048584
R_G3,DEU_LocationALower-14_39_T-1,15,dpll,True,True,True,9,finite_positive,{'R_G3': 9},{'R_G3': 'finite_positive'},1,,,,False,1.0912127494812012
R_G3,DEU_LocationALower-14_39_T-1,15,domain_dpll,True,True,True,9,finite_positive,{'R_G3': 9},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0989031791687012
R_G3,DEU_LocationALower-14_96_T-1,15,dpll,True,True,True,16,finite_positive,{'R_G3': 16},{'R_G3': 'finite_positive'},1,,,,False,1.0362918376922607
R_G3,DEU_LocationALower-14_96_T-1,15,domain_dpll,True,True,True,16,finite_positive,{'R_G3': 16},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0399632453918457
R_G3,DEU_LocationALower-25_155_T-1,15,dpll,True,True,True,8,finite_positive,{'R_G3': 8},{'R_G3': 'finite_positive'},1,,,,False,1.0688247680664062
R_G3,DEU_LocationALower-25_155_T-1,15,domain_dpll,True,True,True,8,finite_positive,{'R_G3': 8},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.077500343322754
R_G3,DEU_LocationALower-27_140_T-1,14,dpll,True,True,True,13,finite_positive,{'R_G3': 13},{'R_G3': 'finite_positive'},1,,,,False,1.0731539726257324
R_G3,DEU_LocationALower-27_140_T-1,14,domain_dpll,True,True,True,13,finite_positive,{'R_G3': 13},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.047501802444458
R_G3,DEU_LocationALower-27_184_T-1,13,dpll,True,True,True,16,finite_positive,{'R_G3': 16},{'R_G3': 'finite_positive'},1,,,,False,1.0697708129882812
R_G3,DEU_LocationALower-27_184_T-1,13,domain_dpll,True,True,True,16,finite_positive,{'R_G3': 16},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.519751787185669
R_G3,DEU_LocationALower-28_109_T-1,13,dpll,True,True,True,4,finite_positive,{'R_G3': 4},{'R_G3': 'finite_positive'},1,,,,False,1.0753614902496338
R_G3,DEU_LocationALower-28_109_T-1,13,domain_dpll,True,True,True,4,finite_positive,{'R_G3': 4},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.08982253074646
R_G3,DEU_LocationALower-28_109_T-1,18,dpll,True,True,True,8,finite_positive,{'R_G3': 8},{'R_G3': 'finite_positive'},1,,,,False,1.104959487915039
R_G3,DEU_LocationALower-28_109_T-1,18,domain_dpll,True,True,True,8,finite_positive,{'R_G3': 8},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.1008052825927734
R_G3,DEU_LocationALower-28_204_T-1,12,dpll,True,True,True,18,finite_positive,{'R_G3': 18},{'R_G3': 'finite_positive'},1,,,,False,1.0968806743621826
R_G3,DEU_LocationALower-28_204_T-1,12,domain_dpll,True,True,True,18,finite_positive,{'R_G3': 18},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.1298787593841553
R_G3,DEU_LocationALower-28_228_T-1,11,dpll,True,True,True,16,finite_positive,{'R_G3': 16},{'R_G3': 'finite_positive'},1,,,,False,1.1333601474761963
R_G3,DEU_LocationALower-28_228_T-1,11,domain_dpll,True,True,True,16,finite_positive,{'R_G3': 16},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.1023406982421875
R_G3,DEU_LocationALower-28_252_T-1,12,dpll,True,True,True,3,finite_positive,{'R_G3': 3},{'R_G3': 'finite_positive'},1,,,,False,1.0643067359924316
R_G3,DEU_LocationALower-28_252_T-1,12,domain_dpll,True,True,True,3,finite_positive,{'R_G3': 3},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0878379344940186
R_G3,DEU_LocationALower-28_252_T-1,18,dpll,True,True,True,5,finite_positive,{'R_G3': 5},{'R_G3': 'finite_positive'},1,,,,False,1.1716785430908203
R_G3,DEU_LocationALower-28_252_T-1,18,domain_dpll,True,True,True,5,finite_positive,{'R_G3': 5},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.128530502319336
R_G3,DEU_LocationALower-29_123_T-1,16,dpll,True,True,True,15,finite_positive,{'R_G3': 15},{'R_G3': 'finite_positive'},1,,,,False,1.0885593891143799
R_G3,DEU_LocationALower-29_123_T-1,16,domain_dpll,True,True,True,15,finite_positive,{'R_G3': 15},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.1072258949279785
R_G3,DEU_LocationALower-29_134_T-1,9,dpll,True,True,True,11,finite_positive,{'R_G3': 11},{'R_G3': 'finite_positive'},1,,,,False,1.169348955154419
R_G3,DEU_LocationALower-29_134_T-1,9,domain_dpll,True,True,True,11,finite_positive,{'R_G3': 11},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.1457407474517822
R_G3,DEU_LocationALower-29_192_T-1,9,dpll,True,True,True,8,finite_positive,{'R_G3': 8},{'R_G3': 'finite_positive'},1,,,,False,1.100144863128662
R_G3,DEU_LocationALower-29_192_T-1,9,domain_dpll,True,True,True,8,finite_positive,{'R_G3': 8},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.1339328289031982
R_G3,DEU_LocationALower-29_245_T-1,12,dpll,True,True,True,8,finite_positive,{'R_G3': 8},{'R_G3': 'finite_positive'},1,,,,False,1.1065850257873535
R_G3,DEU_LocationALower-29_245_T-1,12,domain_dpll,True,True,True,8,finite_positive,{'R_G3': 8},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.1425416469573975
R_G3,DEU_LocationALower-29_249_T-1,23,dpll,True,True,True,3,finite_positive,{'R_G3': 3},{'R_G3': 'finite_positive'},1,,,,False,1.1343908309936523
R_G3,DEU_LocationALower-29_249_T-1,23,domain_dpll,True,True,True,3,finite_positive,{'R_G3': 3},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.5090298652648926
R_G3,DEU_LocationALower-29_250_T-1,12,dpll,True,True,True,14,finite_positive,{'R_G3': 14},{'R_G3': 'finite_positive'},1,,,,False,1.0818819999694824
R_G3,DEU_LocationALower-29_250_T-1,12,domain_dpll,True,True,True,14,finite_positive,{'R_G3': 14},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.160262107849121
R_G3,DEU_LocationALower-29_65_T-1,8,dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,,False,1.1364457607269287
R_G3,DEU_LocationALower-29_65_T-1,8,domain_dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.0906457901000977
R_G3,DEU_LocationALower-29_70_T-1,11,dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,,False,1.147787094116211
R_G3,DEU_LocationALower-29_70_T-1,11,domain_dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.1829643249511719
R_G3,DEU_LocationALower-30_218_T-1,16,dpll,True,True,True,5,finite_positive,{'R_G3': 5},{'R_G3': 'finite_positive'},1,,,,False,1.1317696571350098
R_G3,DEU_LocationALower-30_218_T-1,16,domain_dpll,True,True,True,5,finite_positive,{'R_G3': 5},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.104114055633545
R_G3,DEU_LocationALower-30_258_T-1,22,dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,,False,1.1425089836120605
R_G3,DEU_LocationALower-30_258_T-1,22,domain_dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.1744294166564941
R_G3,DEU_LocationALower-30_46_T-1,16,dpll,True,True,True,5,finite_positive,{'R_G3': 5},{'R_G3': 'finite_positive'},1,,,,False,1.1640799045562744
R_G3,DEU_LocationALower-30_46_T-1,16,domain_dpll,True,True,True,5,finite_positive,{'R_G3': 5},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.180262565612793
R_G3,DEU_LocationALower-31_154_T-1,9,dpll,True,True,True,11,finite_positive,{'R_G3': 11},{'R_G3': 'finite_positive'},1,,,,False,1.1802563667297363
R_G3,DEU_LocationALower-31_154_T-1,9,domain_dpll,True,True,True,11,finite_positive,{'R_G3': 11},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.171750545501709
R_G3,DEU_LocationALower-31_239_T-1,16,dpll,True,True,True,4,finite_positive,{'R_G3': 4},{'R_G3': 'finite_positive'},1,,,,False,1.1789298057556152
R_G3,DEU_LocationALower-31_239_T-1,16,domain_dpll,True,True,True,4,finite_positive,{'R_G3': 4},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.221341609954834
R_G3,DEU_LocationALower-31_24_T-1,13,dpll,True,True,True,16,finite_positive,{'R_G3': 16},{'R_G3': 'finite_positive'},1,,,,False,1.1653130054473877
R_G3,DEU_LocationALower-31_24_T-1,13,domain_dpll,True,True,True,16,finite_positive,{'R_G3': 16},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.5570042133331299
R_G3,DEU_LocationALower-31_258_T-1,12,dpll,True,True,True,5,finite_positive,{'R_G3': 5},{'R_G3': 'finite_positive'},1,,,,False,1.1843609809875488
R_G3,DEU_LocationALower-31_258_T-1,12,domain_dpll,True,True,True,5,finite_positive,{'R_G3': 5},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.1940054893493652
R_G3,DEU_LocationALower-31_31_T-1,15,dpll,True,True,True,3,finite_positive,{'R_G3': 3},{'R_G3': 'finite_positive'},1,,,,False,1.1922264099121094
R_G3,DEU_LocationALower-31_31_T-1,15,domain_dpll,True,True,True,3,finite_positive,{'R_G3': 3},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.178342580795288
R_G3,DEU_LocationALower-31_47_T-1,13,dpll,True,True,True,10,finite_positive,{'R_G3': 10},{'R_G3': 'finite_positive'},1,,,,False,1.2068371772766113
R_G3,DEU_LocationALower-31_47_T-1,13,domain_dpll,True,True,True,10,finite_positive,{'R_G3': 10},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.158911943435669
R_G3,DEU_LocationALower-32_117_T-1,17,dpll,True,True,True,9,finite_positive,{'R_G3': 9},{'R_G3': 'finite_positive'},1,,,,False,1.2195475101470947
R_G3,DEU_LocationALower-32_117_T-1,17,domain_dpll,True,True,True,9,finite_positive,{'R_G3': 9},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.238858938217163
R_G3,DEU_LocationALower-32_136_T-1,16,dpll,True,True,True,16,finite_positive,{'R_G3': 16},{'R_G3': 'finite_positive'},1,,,,False,1.1921565532684326
R_G3,DEU_LocationALower-32_136_T-1,16,domain_dpll,True,True,True,16,finite_positive,{'R_G3': 16},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.1960961818695068
R_G3,DEU_LocationALower-32_186_T-1,12,dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,,False,1.1891613006591797
R_G3,DEU_LocationALower-32_186_T-1,12,domain_dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.2271029949188232
R_G3,DEU_LocationALower-32_70_T-1,14,dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,,False,1.2534871101379395
R_G3,DEU_LocationALower-32_70_T-1,14,domain_dpll,True,True,True,2,finite_positive,{'R_G3': 2},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.2021217346191406
R_G3,DEU_LocationALower-32_84_T-1,13,dpll,True,True,True,10,finite_positive,{'R_G3': 10},{'R_G3': 'finite_positive'},1,,,,False,1.1499974727630615
R_G3,DEU_LocationALower-32_84_T-1,13,domain_dpll,True,True,True,10,finite_positive,{'R_G3': 10},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.1888618469238281
R_G3,DEU_LocationALower-33_120_T-1,9,dpll,True,True,True,16,finite_positive,{'R_G3': 16},{'R_G3': 'finite_positive'},1,,,,False,1.19669508934021
R_G3,DEU_LocationALower-33_120_T-1,9,domain_dpll,True,True,True,16,finite_positive,{'R_G3': 16},{'R_G3': 'finite_positive'},1,,,"* 	<VPRepairer>: domain_dict construction failed, falling back to empty domains: 'DynamicObstacle' object has no attribute 'get_lane'",False,1.1733510494232178
R_G3,DEU_LocationALower-33_124_T-1,21,dpll,True,True,True,9,finite_positive,{'R_G3': 9},{'R_G3': 'finite_positive'},1,,,,False,1.2767117023468018
