scenario_id,scenario_path,ego_id,rule,repairer_type,planner,sat_solver_mode,success,iterations,tv,tc,updated_tv,domain_dict_size,domain_dict_time,sat_time,clcs_time,constraint_extraction_time,constraint_conversion_time,lp_time,trajectory_build_time,core_total_time,wall_time,error
DEU_AachenBendplatz-1_162800_T-2819,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_162800_T-2819.xml,10214,R_IN1,vp,2,domain_dpll,True,1,4,0,inf,6,0.0043048858642578125,8.511543273925781e-05,0.0022058486938476562,0.001672983169555664,0.0010466575622558594,0.004063129425048828,0.00023126602172851562,0.011404037475585938,0.8941006660461426,
DEU_AachenBendplatz-1_162800_T-2819,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_162800_T-2819.xml,10214,R_IN1,smt,2,dpll,False,0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6735200881958008,ValueError: x and/or y coordinate outside of projection domain
DEU_AachenBendplatz-1_134900_T-4919,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_134900_T-4919.xml,10351,R_IN1,vp,2,domain_dpll,True,1,5,0,inf,6,0.0029587745666503906,7.557868957519531e-05,0.0016903877258300781,0.0009617805480957031,0.0009379386901855469,0.004332780838012695,0.0006253719329833984,0.00989222526550293,1.0107886791229248,
DEU_AachenBendplatz-1_134900_T-4919,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_134900_T-4919.xml,10351,R_IN1,smt,1,dpll,True,2,5,0,inf,0,0.0,2.86102294921875e-05,0.0,0.0,0.0,0.0,0.0,1.4791185855865479,3.2506182193756104,
DEU_AachenBendplatz-1_172260_T-2279,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_172260_T-2279.xml,10176,R_IN1,vp,2,domain_dpll,True,1,4,0,inf,6,0.004160165786743164,7.987022399902344e-05,0.0022225379943847656,0.0015406608581542969,0.0011146068572998047,0.004698514938354492,0.000255584716796875,0.011849403381347656,1.2014260292053223,
DEU_AachenBendplatz-1_172260_T-2279,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_172260_T-2279.xml,10176,R_IN1,smt,2,dpll,False,0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.114997148513794,ValueError: x and/or y coordinate outside of projection domain
DEU_AachenBendplatz-1_123940_T-3959,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_123940_T-3959.xml,10258,R_IN1,vp,2,domain_dpll,True,1,4,0,inf,6,0.00394439697265625,7.081031799316406e-05,0.0021300315856933594,0.0014891624450683594,0.0009717941284179688,0.005037784576416016,0.0002675056457519531,0.011781454086303711,1.120166301727295,
DEU_AachenBendplatz-1_123940_T-3959,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_123940_T-3959.xml,10258,R_IN1,smt,2,dpll,True,2,4,1,inf,0,0.0,3.170967102050781e-05,0.0,0.0,0.0,0.0,0.0,0.5982315540313721,2.042487859725952,
DEU_AachenBendplatz-1_85160_T-5179,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_85160_T-5179.xml,10405,R_IN1,vp,2,domain_dpll,True,1,5,0,inf,6,0.0028319358825683594,7.963180541992188e-05,0.0015425682067871094,0.0009589195251464844,0.001138448715209961,0.0034563541412353516,0.0004019737243652344,0.008867263793945312,0.8460104465484619,
DEU_AachenBendplatz-1_85160_T-5179,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_85160_T-5179.xml,10405,R_IN1,smt,2,dpll,False,3,5,3,1.0,0,0.0,4.2438507080078125e-05,0.0,0.0,0.0,0.0,0.0,0.14653491973876953,1.094027042388916,repaired trajectory remains non-compliant: updated_tv=1.0
DEU_AachenBendplatz-1_141540_T-1559,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_141540_T-1559.xml,10095,R_IN1,vp,2,domain_dpll,True,1,5,0,inf,6,0.0030825138092041016,7.271766662597656e-05,0.0016977787017822266,0.0010311603546142578,0.0008943080902099609,0.003487110137939453,0.00023746490478515625,0.008805274963378906,0.8753578662872314,
DEU_AachenBendplatz-1_141540_T-1559,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_141540_T-1559.xml,10095,R_IN1,smt,2,dpll,True,2,5,1,inf,0,0.0,3.0517578125e-05,0.0,0.0,0.0,0.0,0.0,0.32028841972351074,1.7651281356811523,
DEU_AachenBendplatz-1_91260_T-1279,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_91260_T-1279.xml,10075,R_IN1,vp,2,domain_dpll,True,1,5,0,inf,6,0.0035669803619384766,7.724761962890625e-05,0.001604318618774414,0.0008633136749267578,0.0009350776672363281,0.00353240966796875,0.0002627372741699219,0.00923776626586914,0.8999772071838379,
DEU_AachenBendplatz-1_91260_T-1279,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_91260_T-1279.xml,10075,R_IN1,smt,2,dpll,True,2,5,1,inf,0,0.0,3.123283386230469e-05,0.0,0.0,0.0,0.0,0.0,1.0593619346618652,2.1874802112579346,
DEU_AachenBendplatz-1_91280_T-1299,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_91280_T-1299.xml,10079,R_IN1,vp,2,domain_dpll,True,1,5,0,inf,6,0.003009796142578125,8.058547973632812e-05,0.0017826557159423828,0.0010306835174560547,0.0008685588836669922,0.0035552978515625,0.00023245811462402344,0.008777379989624023,0.9567646980285645,
DEU_AachenBendplatz-1_91280_T-1299,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_91280_T-1299.xml,10079,R_IN1,smt,2,dpll,True,2,5,2,inf,0,0.0,3.552436828613281e-05,0.0,0.0,0.0,0.0,0.0,0.4798426628112793,1.7932562828063965,
DEU_AachenBendplatz-1_85140_T-5159,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_85140_T-5159.xml,10407,R_IN1,vp,2,domain_dpll,True,1,5,0,inf,6,0.004085063934326172,8.416175842285156e-05,0.0021729469299316406,0.0015294551849365234,0.0009646415710449219,0.00533294677734375,0.0002663135528564453,0.012262582778930664,0.9055588245391846,
DEU_AachenBendplatz-1_85140_T-5159,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_85140_T-5159.xml,10407,R_IN1,smt,2,dpll,True,2,5,1,inf,0,0.0,4.410743713378906e-05,0.0,0.0,0.0,0.0,0.0,0.9131011962890625,1.956216812133789,
DEU_AachenBendplatz-1_13540_T-559,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_13540_T-559.xml,10040,R_IN1,vp,2,domain_dpll,True,1,5,0,inf,6,0.003886699676513672,7.510185241699219e-05,0.0019865036010742188,0.0013911724090576172,0.0009577274322509766,0.004160881042480469,0.0002589225769042969,0.010730504989624023,0.935056209564209,
DEU_AachenBendplatz-1_13540_T-559,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_13540_T-559.xml,10040,R_IN1,smt,2,dpll,True,3,5,1,inf,0,0.0,8.130073547363281e-05,0.0,0.0,0.0,0.0,0.0,1.1078848838806152,2.43727970123291,
DEU_AachenBendplatz-1_154520_T-4539,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_154520_T-4539.xml,10285,R_IN1,vp,2,domain_dpll,True,1,5,0,inf,6,0.0038001537322998047,7.700920104980469e-05,0.002073526382446289,0.0014750957489013672,0.0009562969207763672,0.003998279571533203,0.00026154518127441406,0.010568380355834961,0.852907657623291,
DEU_AachenBendplatz-1_154520_T-4539,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_154520_T-4539.xml,10285,R_IN1,smt,2,dpll,True,2,5,2,inf,0,0.0,4.100799560546875e-05,0.0,0.0,0.0,0.0,0.0,0.43433570861816406,1.6556406021118164,
DEU_AachenBendplatz-1_93520_T-3539,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_93520_T-3539.xml,10208,R_IN1,vp,2,domain_dpll,True,1,6,0,inf,6,0.0047130584716796875,8.916854858398438e-05,0.0022177696228027344,0.0017826557159423828,0.0011363029479980469,0.005937814712524414,0.0002720355987548828,0.013931035995483398,0.8867321014404297,
DEU_AachenBendplatz-1_93520_T-3539,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_93520_T-3539.xml,10208,R_IN1,smt,2,dpll,False,0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6963515281677246,ValueError: x and/or y coordinate outside of projection domain
DEU_AachenBendplatz-1_143020_T-3039,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_143020_T-3039.xml,10228,R_IN1,vp,2,domain_dpll,True,1,4,0,inf,6,0.002843141555786133,7.462501525878906e-05,0.0016171932220458984,0.0009064674377441406,0.001005411148071289,0.004113197326660156,0.0002586841583251953,0.009201526641845703,0.8421988487243652,
DEU_AachenBendplatz-1_143020_T-3039,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_143020_T-3039.xml,10228,R_IN1,smt,2,dpll,False,3,4,2,0.8,0,0.0,9.870529174804688e-05,0.0,0.0,0.0,0.0,0.0,0.1977827548980713,1.3105254173278809,repaired trajectory remains non-compliant: updated_tv=0.8
DEU_AachenBendplatz-1_132600_T-2619,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_132600_T-2619.xml,10185,R_IN1,vp,2,domain_dpll,True,1,7,0,inf,6,0.0031003952026367188,7.796287536621094e-05,0.0017969608306884766,0.0010631084442138672,0.0009164810180664062,0.0035533905029296875,0.00023889541625976562,0.008950233459472656,1.1543326377868652,
DEU_AachenBendplatz-1_132600_T-2619,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_132600_T-2619.xml,10185,R_IN1,smt,1,dpll,True,2,7,3,inf,0,0.0,3.337860107421875e-05,0.0,0.0,0.0,0.0,0.0,1.1092815399169922,3.0803449153900146,
DEU_AachenBendplatz-1_11500_T-519,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_11500_T-519.xml,10043,R_IN1,vp,2,domain_dpll,True,1,6,0,inf,6,0.0025670528411865234,7.915496826171875e-05,0.0014767646789550781,0.0007417201995849609,0.0009019374847412109,0.004765033721923828,0.0006165504455566406,0.009671449661254883,0.8946337699890137,
DEU_AachenBendplatz-1_11500_T-519,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_11500_T-519.xml,10043,R_IN1,smt,2,dpll,False,5,6,5,,0,0.0,0.0001220703125,0.0,0.0,0.0,0.0,0.0,0.03854560852050781,1.1671998500823975,repair returned None
DEU_AachenBendplatz-1_124040_T-4059,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_124040_T-4059.xml,10264,R_IN1,vp,2,domain_dpll,True,1,6,0,inf,6,0.003215312957763672,6.914138793945312e-05,0.0017840862274169922,0.0010459423065185547,0.0009844303131103516,0.004059553146362305,0.0002474784851074219,0.009621858596801758,0.8910675048828125,
DEU_AachenBendplatz-1_124040_T-4059,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_124040_T-4059.xml,10264,R_IN1,smt,1,dpll,True,3,6,2,inf,0,0.0,4.1484832763671875e-05,0.0,0.0,0.0,0.0,0.0,1.1573450565338135,2.6053144931793213,
DEU_AachenBendplatz-1_113780_T-3799,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_113780_T-3799.xml,10256,R_IN1,vp,2,domain_dpll,True,1,7,0,inf,6,0.003420114517211914,7.772445678710938e-05,0.0018711090087890625,0.0012204647064208984,0.001013040542602539,0.0046539306640625,0.00026226043701171875,0.01064753532409668,0.892423152923584,
DEU_AachenBendplatz-1_113780_T-3799,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_113780_T-3799.xml,10256,R_IN1,smt,2,dpll,False,5,7,3,,0,0.0,0.00015735626220703125,0.0,0.0,0.0,0.0,0.0,0.06110739707946777,1.2581515312194824,repair returned None
DEU_AachenBendplatz-1_71760_T-1779,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_71760_T-1779.xml,10074,R_IN1,vp,2,domain_dpll,True,1,4,0,inf,6,0.0027599334716796875,7.724761962890625e-05,0.0014622211456298828,0.0008065700531005859,0.0010104179382324219,0.0036077499389648438,0.00023651123046875,0.008498430252075195,0.8469915390014648,
DEU_AachenBendplatz-1_71760_T-1779,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_71760_T-1779.xml,10074,R_IN1,smt,2,dpll,True,3,4,1,inf,0,0.0,4.315376281738281e-05,0.0,0.0,0.0,0.0,0.0,1.7484898567199707,2.8205056190490723,
DEU_AachenBendplatz-1_73920_T-3939,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_73920_T-3939.xml,10153,R_IN1,vp,2,domain_dpll,True,1,6,0,inf,6,0.0043010711669921875,8.177757263183594e-05,0.0021178722381591797,0.0017137527465820312,0.0011138916015625,0.004006624221801758,0.0002541542053222656,0.011471271514892578,0.8414695262908936,
DEU_AachenBendplatz-1_73920_T-3939,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_73920_T-3939.xml,10153,R_IN1,smt,2,dpll,False,0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8049874305725098,ValueError: x and/or y coordinate outside of projection domain
DEU_AachenBendplatz-1_161380_T-1399,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_161380_T-1399.xml,10106,R_IN1,vp,2,domain_dpll,True,1,3,0,inf,6,0.002401113510131836,7.62939453125e-05,0.0012481212615966797,0.0005662441253662109,0.0009377002716064453,0.0032796859741210938,0.0004949569702148438,0.00775599479675293,0.9515035152435303,
DEU_AachenBendplatz-1_161380_T-1399,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_161380_T-1399.xml,10106,R_IN1,smt,2,dpll,False,3,3,2,0.6000000000000001,0,0.0,4.38690185546875e-05,0.0,0.0,0.0,0.0,0.0,0.378725528717041,1.670975923538208,repaired trajectory remains non-compliant: updated_tv=0.6000000000000001
DEU_AachenBendplatz-1_10700_T-719,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_10700_T-719.xml,10051,R_IN1,vp,2,domain_dpll,True,1,7,0,inf,6,0.004258632659912109,7.677078247070312e-05,0.0021715164184570312,0.0016980171203613281,0.0009720325469970703,0.004206657409667969,0.0002543926239013672,0.011466503143310547,0.8490264415740967,
DEU_AachenBendplatz-1_10700_T-719,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_10700_T-719.xml,10051,R_IN1,smt,2,dpll,False,0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7048578262329102,ValueError: x and/or y coordinate outside of projection domain
DEU_AachenBendplatz-1_83540_T-3559,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_83540_T-3559.xml,10269,R_IN1,vp,2,domain_dpll,True,1,13,0,inf,6,0.0021805763244628906,7.462501525878906e-05,0.0011565685272216797,0.000476837158203125,0.0008473396301269531,0.0036993026733398438,0.00057220458984375,0.007850885391235352,0.9646029472351074,
DEU_AachenBendplatz-1_83540_T-3559,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_83540_T-3559.xml,10269,R_IN1,smt,2,dpll,False,0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9440333843231201,ValueError: x and/or y coordinate outside of projection domain
DEU_AachenBendplatz-1_113760_T-3779,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_113760_T-3779.xml,10254,R_IN1,vp,2,domain_dpll,True,1,8,0,inf,6,0.0028476715087890625,7.343292236328125e-05,0.0017380714416503906,0.0009284019470214844,0.0009119510650634766,0.0035800933837890625,0.0002579689025878906,0.008599519729614258,0.8505558967590332,
DEU_AachenBendplatz-1_113760_T-3779,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_113760_T-3779.xml,10254,R_IN1,smt,2,dpll,False,2,8,6,1.6,0,0.0,5.412101745605469e-05,0.0,0.0,0.0,0.0,0.0,0.23343372344970703,1.3596398830413818,repaired trajectory remains non-compliant: updated_tv=1.6
DEU_AachenBendplatz-1_93760_T-3779,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_93760_T-3779.xml,10229,R_IN1,vp,2,domain_dpll,True,1,6,0,inf,6,0.0030417442321777344,7.653236389160156e-05,0.001682281494140625,0.0009119510650634766,0.0010097026824951172,0.004294395446777344,0.00025010108947753906,0.009584426879882812,0.8527765274047852,
DEU_AachenBendplatz-1_93760_T-3779,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_93760_T-3779.xml,10229,R_IN1,smt,2,dpll,True,3,6,3,inf,0,0.0,7.128715515136719e-05,0.0,0.0,0.0,0.0,0.0,0.18114089965820312,1.1878893375396729,
DEU_AachenBendplatz-1_141960_T-1979,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_141960_T-1979.xml,10140,R_IN1,vp,2,domain_dpll,True,1,8,0,inf,6,0.0052301883697509766,8.416175842285156e-05,0.0025479793548583984,0.0020732879638671875,0.0010302066802978516,0.0051021575927734375,0.00023865699768066406,0.013758659362792969,0.8782274723052979,
DEU_AachenBendplatz-1_141960_T-1979,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_141960_T-1979.xml,10140,R_IN1,smt,2,dpll,True,2,8,4,inf,0,0.0,6.318092346191406e-05,0.0,0.0,0.0,0.0,0.0,0.6036453247070312,1.7059569358825684,
DEU_AachenBendplatz-1_81000_T-1019,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_81000_T-1019.xml,10078,R_IN1,vp,2,domain_dpll,True,1,9,0,inf,6,0.0026612281799316406,7.104873657226562e-05,0.0014705657958984375,0.0008013248443603516,0.0008819103240966797,0.005110025405883789,0.000621795654296875,0.010147333145141602,0.8753242492675781,
DEU_AachenBendplatz-1_81000_T-1019,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_81000_T-1019.xml,10078,R_IN1,smt,1,dpll,True,2,9,4,inf,0,0.0,3.1948089599609375e-05,0.0,0.0,0.0,0.0,0.0,0.6286280155181885,1.927173376083374,
DEU_AachenBendplatz-1_122260_T-2279,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_122260_T-2279.xml,10128,R_IN1,vp,2,domain_dpll,True,1,11,0,inf,6,0.002511262893676758,7.462501525878906e-05,0.001420736312866211,0.0007238388061523438,0.0008740425109863281,0.003184080123901367,0.0002448558807373047,0.007612705230712891,0.8909761905670166,
DEU_AachenBendplatz-1_122260_T-2279,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_122260_T-2279.xml,10128,R_IN1,smt,2,dpll,False,2,11,10,2.2,0,0.0,3.409385681152344e-05,0.0,0.0,0.0,0.0,0.0,0.10234689712524414,1.3170888423919678,repaired trajectory remains non-compliant: updated_tv=2.2
DEU_AachenBendplatz-1_163720_T-3739,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_163720_T-3739.xml,10270,R_IN1,vp,2,domain_dpll,True,1,8,0,inf,6,0.002568483352661133,7.43865966796875e-05,0.0015239715576171875,0.0008428096771240234,0.0008978843688964844,0.003863811492919922,0.000286102294921875,0.008533477783203125,0.8734290599822998,
DEU_AachenBendplatz-1_163720_T-3739,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_163720_T-3739.xml,10270,R_IN1,smt,2,dpll,False,2,8,6,1.8,0,0.0,4.601478576660156e-05,0.0,0.0,0.0,0.0,0.0,0.22228384017944336,1.2985713481903076,repaired trajectory remains non-compliant: updated_tv=1.8
DEU_AachenBendplatz-1_13840_T-859,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_13840_T-859.xml,10063,R_IN1,vp,2,domain_dpll,True,1,8,0,inf,6,0.004790544509887695,7.319450378417969e-05,0.0022614002227783203,0.001794576644897461,0.0011243820190429688,0.0040607452392578125,0.00023698806762695312,0.01208043098449707,0.8512561321258545,
DEU_AachenBendplatz-1_13840_T-859,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_13840_T-859.xml,10063,R_IN1,smt,2,dpll,True,2,8,4,inf,0,0.0,3.266334533691406e-05,0.0,0.0,0.0,0.0,0.0,1.0340120792388916,2.054166555404663,
DEU_AachenBendplatz-1_81940_T-1959,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_81940_T-1959.xml,10157,R_IN1,vp,2,domain_dpll,True,1,8,0,inf,6,0.0036280155181884766,7.367134094238281e-05,0.0019538402557373047,0.0013723373413085938,0.0009725093841552734,0.004040718078613281,0.00029206275939941406,0.010379314422607422,1.0141191482543945,
DEU_AachenBendplatz-1_81940_T-1959,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_81940_T-1959.xml,10157,R_IN1,smt,2,dpll,True,2,8,4,inf,0,0.0,4.649162292480469e-05,0.0,0.0,0.0,0.0,0.0,0.7314622402191162,2.2871220111846924,
DEU_AachenBendplatz-1_171180_T-1199,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_171180_T-1199.xml,10090,R_IN1,vp,2,domain_dpll,True,1,8,0,inf,6,0.003919124603271484,7.200241088867188e-05,0.0021457672119140625,0.001573801040649414,0.0010728836059570312,0.004451751708984375,0.0002617835998535156,0.011351346969604492,1.533909797668457,
DEU_AachenBendplatz-1_171180_T-1199,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_171180_T-1199.xml,10090,R_IN1,smt,2,dpll,True,2,8,4,inf,0,0.0,3.0279159545898438e-05,0.0,0.0,0.0,0.0,0.0,0.6939337253570557,2.8742482662200928,
DEU_AachenBendplatz-1_171380_T-1399,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_171380_T-1399.xml,10107,R_IN1,vp,2,domain_dpll,True,1,8,0,inf,6,0.0023658275604248047,7.462501525878906e-05,0.0013327598571777344,0.0006709098815917969,0.0009942054748535156,0.0033097267150878906,0.0005352497100830078,0.007950544357299805,0.9454421997070312,
DEU_AachenBendplatz-1_171380_T-1399,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_171380_T-1399.xml,10107,R_IN1,smt,2,dpll,True,3,8,5,inf,0,0.0,8.416175842285156e-05,0.0,0.0,0.0,0.0,0.0,0.35170888900756836,1.6653821468353271,
DEU_AachenBendplatz-1_14360_T-379,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_14360_T-379.xml,10028,R_IN1,vp,2,domain_dpll,True,1,9,0,inf,6,0.004281759262084961,8.082389831542969e-05,0.002259969711303711,0.0016961097717285156,0.000989675521850586,0.004251718521118164,0.00022792816162109375,0.01152801513671875,0.8552279472351074,
DEU_AachenBendplatz-1_14360_T-379,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_14360_T-379.xml,10028,R_IN1,smt,2,dpll,False,5,9,6,,0,0.0,9.417533874511719e-05,0.0,0.0,0.0,0.0,0.0,0.04021286964416504,1.046172857284546,repair returned None
DEU_AachenBendplatz-1_132180_T-2199,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_132180_T-2199.xml,10158,R_IN1,vp,2,domain_dpll,True,1,9,0,inf,6,0.003737211227416992,7.43865966796875e-05,0.0022003650665283203,0.0012669563293457031,0.0009288787841796875,0.004114866256713867,0.00023889541625976562,0.010361194610595703,1.1435012817382812,
DEU_AachenBendplatz-1_132180_T-2199,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_132180_T-2199.xml,10158,R_IN1,smt,2,dpll,True,2,9,5,inf,0,0.0,4.792213439941406e-05,0.0,0.0,0.0,0.0,0.0,0.5928103923797607,2.258169174194336,
DEU_AachenBendplatz-1_134380_T-4399,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_134380_T-4399.xml,10309,R_IN1,vp,2,domain_dpll,True,1,10,0,inf,6,0.0046863555908203125,7.390975952148438e-05,0.0024712085723876953,0.0017580986022949219,0.00098419189453125,0.005701541900634766,0.0005881786346435547,0.013792276382446289,1.2779181003570557,
DEU_AachenBendplatz-1_134380_T-4399,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_134380_T-4399.xml,10309,R_IN1,smt,2,dpll,False,0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3607616424560547,ValueError: x and/or y coordinate outside of projection domain
DEU_AachenBendplatz-1_125580_T-5599,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_125580_T-5599.xml,10402,R_IN1,vp,2,domain_dpll,True,1,10,0,inf,6,0.002776622772216797,8.296966552734375e-05,0.001516103744506836,0.0007927417755126953,0.0008466243743896484,0.0031135082244873047,0.00024008750915527344,0.007852554321289062,1.077617883682251,
DEU_AachenBendplatz-1_125580_T-5599,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_125580_T-5599.xml,10402,R_IN1,smt,2,dpll,False,2,10,9,2.0,0,0.0,3.147125244140625e-05,0.0,0.0,0.0,0.0,0.0,0.11795926094055176,1.6802961826324463,repaired trajectory remains non-compliant: updated_tv=2.0
DEU_AachenBendplatz-1_102320_T-2339,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_102320_T-2339.xml,10147,R_IN1,vp,2,domain_dpll,True,1,11,0,inf,6,0.004575490951538086,8.058547973632812e-05,0.0023682117462158203,0.0020170211791992188,0.0011663436889648438,0.004127025604248047,0.0002410411834716797,0.012207508087158203,0.8456511497497559,
DEU_AachenBendplatz-1_102320_T-2339,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_102320_T-2339.xml,10147,R_IN1,smt,2,dpll,False,0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8757965564727783,ValueError: x and/or y coordinate outside of projection domain
DEU_AachenBendplatz-1_102160_T-2179,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_102160_T-2179.xml,10130,R_IN1,vp,2,domain_dpll,True,1,12,0,inf,6,0.003656625747680664,8.106231689453125e-05,0.0022132396697998047,0.001333475112915039,0.0009560585021972656,0.004126548767089844,0.0002472400665283203,0.010401010513305664,0.994065523147583,
DEU_AachenBendplatz-1_102160_T-2179,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_102160_T-2179.xml,10130,R_IN1,smt,2,dpll,False,0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867499828338623,ValueError: x and/or y coordinate outside of projection domain
DEU_AachenBendplatz-1_144920_T-4939,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_144920_T-4939.xml,10367,R_IN1,vp,2,domain_dpll,True,1,16,0,inf,6,0.0022423267364501953,8.106231689453125e-05,0.001268148422241211,0.0005199909210205078,0.0008900165557861328,0.0038640499114990234,0.0003542900085449219,0.007951736450195312,0.8996882438659668,
DEU_AachenBendplatz-1_144920_T-4939,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_144920_T-4939.xml,10367,R_IN1,smt,2,dpll,False,1,16,15,3.2,0,0.0,1.9073486328125e-05,0.0,0.0,0.0,0.0,0.0,0.05218315124511719,1.1905503273010254,repaired trajectory remains non-compliant: updated_tv=3.2
