scenario_name,ego_id,violated_rules,rule_to_tv,lanelet_assigned_steps,raw_violated_rules,raw_rule_to_tv,sat_solver_mode,repairer_type,planner,constraint_mode,selection_reason,attempted_smt_configurations,success,iterations,tv,tc,updated_tv,domain_dict_size,domain_dict_time,sat_time,constraint_extraction_time,constraint_conversion_time,lp_time,trajectory_build_time,compliance_check_time,tc_search_time,reach_set_time,optimization_time,core_total_time,wall_time,error
DEU_MONAMerge-2_10003680_T-3699.xml,13262,R_G1,R_G1:8,20,R_G1,R_G1:8,domain_dpll,vp,,,,,True,2,8,0,inf,0,0.0015339851379394531,3.528594970703125e-05,0.00026035308837890625,0.0007064342498779297,0.0030786991119384766,0.00020694732666015625,0.0,0.0,0.0,0.0,0.005821704864501953,0.7776708602905273,
DEU_MONAMerge-2_10003840_T-3859.xml,13361,R_G1,R_G1:18,20,R_G1,R_G1:18,domain_dpll,vp,,,,,True,2,18,0,inf,0,0.0014197826385498047,3.8623809814453125e-05,0.00026798248291015625,0.0006990432739257812,0.0013015270233154297,0.0001938343048095703,0.0,0.0,0.0,0.0,0.003920793533325195,0.7930483818054199,
DEU_MONAMerge-2_10003880_T-3899.xml,13408,R_G1,R_G1:16,20,R_G1,R_G1:16,domain_dpll,vp,,,,,True,2,16,0,inf,0,0.001470327377319336,3.886222839355469e-05,0.00025773048400878906,0.0007240772247314453,0.0013942718505859375,0.0002079010009765625,0.0,0.0,0.0,0.0,0.004093170166015625,0.7575252056121826,
DEU_MONAMerge-2_10003960_T-3979.xml,13454,R_G1,R_G1:16,20,R_G1,R_G1:16,domain_dpll,vp,,,,,True,2,16,0,inf,0,0.001443624496459961,3.695487976074219e-05,0.0002734661102294922,0.0007181167602539062,0.0012781620025634766,0.0002124309539794922,0.0,0.0,0.0,0.0,0.00396275520324707,0.7910442352294922,
DEU_MONAMerge-2_10004120_T-4139.xml,13541,R_G1,R_G1:11,20,R_G1,R_G1:11,domain_dpll,vp,,,,,True,2,11,0,inf,0,0.0014035701751708984,3.814697265625e-05,0.0002570152282714844,0.0006935596466064453,0.0012841224670410156,0.00022649765014648438,0.0,0.0,0.0,0.0,0.003902912139892578,0.826561450958252,
DEU_MONAMerge-2_10004160_T-4179.xml,13563,R_G1,R_G1:10,20,R_G1,R_G1:10,domain_dpll,vp,,,,,True,2,10,0,inf,0,0.0014026165008544922,3.790855407714844e-05,0.0002868175506591797,0.0007135868072509766,0.0013628005981445312,0.00020360946655273438,0.0,0.0,0.0,0.0,0.0040073394775390625,0.7687249183654785,
DEU_MONAMerge-2_10004160_T-4179.xml,13568,R_G1,R_G1:10,20,R_G1,R_G1:10,domain_dpll,vp,,,,,True,2,10,0,inf,0,0.0015408992767333984,3.647804260253906e-05,0.0002830028533935547,0.0007357597351074219,0.0012826919555664062,0.0001983642578125,0.0,0.0,0.0,0.0,0.00407719612121582,0.7780375480651855,
DEU_MONAMerge-2_10004300_T-4319.xml,13694,R_G1,R_G1:17,20,R_G1,R_G1:17,domain_dpll,vp,,,,,True,1,17,0,inf,0,0.0014660358428955078,1.71661376953125e-05,2.765655517578125e-05,0.0002760887145996094,0.003400087356567383,0.00021648406982421875,0.0,0.0,0.0,0.0,0.0054035186767578125,0.7442522048950195,
DEU_MONAMerge-2_10004400_T-4419.xml,13727,R_G1,R_G1:10,20,R_G1,R_G1:10,domain_dpll,vp,,,,,True,2,10,0,inf,0,0.0013968944549560547,4.506111145019531e-05,0.0002644062042236328,0.0007786750793457031,0.001428842544555664,0.00022172927856445312,0.0,0.0,0.0,0.0,0.004135608673095703,0.8744046688079834,
DEU_MONAMerge-2_10004460_T-4479.xml,13754,R_G1,R_G1:16,20,R_G1,R_G1:16,domain_dpll,vp,,,,,True,2,16,0,inf,0,0.0017056465148925781,5.2928924560546875e-05,0.00030803680419921875,0.001117706298828125,0.0019707679748535156,0.0004215240478515625,0.0,0.0,0.0,0.0,0.005576610565185547,0.8942971229553223,
DEU_MONAMerge-2_10004480_T-4499.xml,13771,R_G1,R_G1:11,20,R_G1,R_G1:11,domain_dpll,vp,,,,,True,2,11,0,inf,0,0.0014271736145019531,3.337860107421875e-05,0.00019288063049316406,0.0002830028533935547,0.003338336944580078,0.0004897117614746094,0.0,0.0,0.0,0.0,0.005764484405517578,0.8574075698852539,
DEU_MONAMerge-2_10004500_T-4519.xml,13778,R_G1,R_G1:13,20,R_G1,R_G1:13,domain_dpll,vp,,,,,True,2,13,0,inf,0,0.0015578269958496094,4.696846008300781e-05,0.0002982616424560547,0.0007717609405517578,0.001504659652709961,0.00023245811462402344,0.0,0.0,0.0,0.0,0.004411935806274414,0.9736459255218506,
DEU_MONAMerge-2_10004500_T-4519.xml,13780,R_G1,R_G1:13,20,R_G1,R_G1:13,domain_dpll,vp,,,,,True,1,13,0,inf,0,0.0014085769653320312,1.621246337890625e-05,0.00023126602172851562,0.0003917217254638672,0.0032520294189453125,0.00047016143798828125,0.0,0.0,0.0,0.0,0.005769968032836914,0.934257984161377,
DEU_MONAMerge-2_10004520_T-4539.xml,13808,R_G1,R_G1:14,20,R_G1,R_G1:14,domain_dpll,vp,,,,,True,2,14,0,inf,0,0.0016412734985351562,4.57763671875e-05,0.00030517578125,0.0008492469787597656,0.0014491081237792969,0.0002567768096923828,0.0,0.0,0.0,0.0,0.0045473575592041016,0.9319353103637695,
DEU_MONAMerge-2_10004960_T-4979.xml,14036,R_G1,R_G1:9,20,R_G1,R_G1:9,domain_dpll,vp,,,,,True,1,9,0,inf,0,0.0014946460723876953,1.811981201171875e-05,2.765655517578125e-05,0.00028443336486816406,0.0018551349639892578,0.0002257823944091797,0.0,0.0,0.0,0.0,0.003905773162841797,0.9879169464111328,
DEU_MONAMerge-2_10004960_T-4979.xml,14040,R_G1,R_G1:18,20,R_G1,R_G1:18,domain_dpll,vp,,,,,True,1,18,0,inf,0,0.0015347003936767578,2.2411346435546875e-05,0.00023627281188964844,0.0003998279571533203,0.0022521018981933594,0.00023174285888671875,0.0,0.0,0.0,0.0,0.0046770572662353516,0.927790641784668,
DEU_MONAMerge-2_10005000_T-5019.xml,14067,R_G1,R_G1:13,20,R_G1,R_G1:13,domain_dpll,vp,,,,,True,1,13,0,inf,0,0.0015041828155517578,1.8835067749023438e-05,3.361701965332031e-05,0.0002970695495605469,0.0021696090698242188,0.000286102294921875,0.0,0.0,0.0,0.0,0.004309415817260742,0.9573254585266113,
DEU_MONAMerge-2_10005080_T-5099.xml,14116,R_G1,R_G1:14,20,R_G1,R_G1:14,domain_dpll,vp,,,,,True,1,14,0,inf,0,0.0016188621520996094,2.09808349609375e-05,0.0002617835998535156,0.0003211498260498047,0.0022497177124023438,0.00023698806762695312,0.0,0.0,0.0,0.0,0.004709482192993164,0.9490900039672852,
DEU_MONAMerge-2_10005280_T-5299.xml,14224,R_G1,R_G1:8,20,R_G1,R_G1:8,domain_dpll,vp,,,,,True,2,8,0,inf,0,0.0016984939575195312,4.38690185546875e-05,0.0002834796905517578,0.0007424354553222656,0.0013620853424072266,0.00020956993103027344,0.0,0.0,0.0,0.0,0.004339933395385742,3.0114636421203613,
DEU_MONAMerge-2_10005280_T-5299.xml,14238,R_G1,R_G1:8,20,R_G1,R_G1:8,domain_dpll,vp,,,,,True,1,8,0,inf,0,0.0017120838165283203,2.0742416381835938e-05,0.00023698806762695312,0.00037932395935058594,0.0029561519622802734,0.0004951953887939453,0.0,0.0,0.0,0.0,0.005800485610961914,0.8248353004455566,
DEU_MONAMerge-2_10005380_T-5399.xml,14301,R_G1,R_G1:8,20,R_G1,R_G1:8,domain_dpll,vp,,,,,True,1,8,0,inf,0,0.0014445781707763672,1.6927719116210938e-05,0.0002510547637939453,0.0003876686096191406,0.002183198928833008,0.000209808349609375,0.0,0.0,0.0,0.0,0.004493236541748047,0.7814900875091553,
DEU_MONAMerge-2_10005380_T-5399.xml,14303,R_G1,R_G1:14,20,R_G1,R_G1:14,domain_dpll,vp,,,,,True,2,14,0,inf,0,0.0015499591827392578,3.910064697265625e-05,0.00028634071350097656,0.0007395744323730469,0.0013124942779541016,0.00021147727966308594,0.0,0.0,0.0,0.0,0.004138946533203125,0.9413292407989502,
DEU_MONAMerge-2_1000540_T-559.xml,10565,R_G1,R_G1:13,20,R_G1,R_G1:13,domain_dpll,vp,,,,,True,2,13,0,inf,0,0.0014958381652832031,4.267692565917969e-05,0.00028395652770996094,0.0007073879241943359,0.0012660026550292969,0.00019073486328125,0.0,0.0,0.0,0.0,0.0039865970611572266,0.7941563129425049,
DEU_MONAMerge-2_1000540_T-559.xml,10567,R_G1,R_G1:13,20,R_G1,R_G1:13,domain_dpll,vp,,,,,True,2,13,0,inf,0,0.0014386177062988281,3.600120544433594e-05,0.0002663135528564453,0.0007038116455078125,0.0013489723205566406,0.00020551681518554688,0.0,0.0,0.0,0.0,0.003999233245849609,0.7513790130615234,
DEU_MONAMerge-2_10005460_T-5479.xml,14384,R_G1,R_G1:11,20,R_G1,R_G1:11,domain_dpll,vp,,,,,True,1,11,0,inf,0,0.0015091896057128906,1.7642974853515625e-05,0.0002415180206298828,0.00039458274841308594,0.0028591156005859375,0.0005314350128173828,0.0,0.0,0.0,0.0,0.005553483963012695,0.8065321445465088,
DEU_MONAMerge-2_10005480_T-5499.xml,14400,R_G1,R_G1:8,20,R_G1,R_G1:8,domain_dpll,vp,,,,,True,1,8,0,inf,0,0.0015478134155273438,1.8596649169921875e-05,3.218650817871094e-05,0.0003039836883544922,0.001844167709350586,0.00020122528076171875,0.0,0.0,0.0,0.0,0.0039479732513427734,0.8001682758331299,
DEU_MONAMerge-2_10005480_T-5499.xml,14412,R_G1,R_G1:12,20,R_G1,R_G1:12,domain_dpll,vp,,,,,True,2,12,0,inf,0,0.0014126300811767578,3.457069396972656e-05,0.00025916099548339844,0.0006997585296630859,0.0012819766998291016,0.00020599365234375,0.0,0.0,0.0,0.0,0.0038940906524658203,0.8115694522857666,
