scenario_id,ego_id,rule,repairer_type,planner,sat_solver_mode,success,iterations,tv,tc,updated_tv,domain_dict_size,domain_dict_time,sat_time,constraint_extraction_time,constraint_conversion_time,lp_time,trajectory_build_time,compliance_check_time,core_total_time,wall_time,error
DEU_AachenBendplatz-1_13720_T-739,10057,R_IN4,vp,2,domain_dpll,True,1,3,0,1.0,6,9.012222290039062e-05,3.695487976074219e-05,0.001722097396850586,0.0006482601165771484,0.001967191696166992,0.00020694732666015625,0.0,0.004671573638916016,6.374247074127197,
DEU_AachenBendplatz-1_13720_T-739,10057,R_IN4,smt,2,dpll,True,1,3,2,1.0,0,0.0,2.5987625122070312e-05,0.0,0.0,0.0,0.0,0.0,0.5632381439208984,6.48473334312439,
DEU_AachenFrankenburg-1_2120_T-39,10023,R_IN4,vp,2,domain_dpll,True,1,3,0,1.6,7,9.417533874511719e-05,4.124641418457031e-05,0.0024404525756835938,0.00037479400634765625,0.002004384994506836,0.00021648406982421875,0.0,0.005171537399291992,5.424361705780029,
DEU_AachenFrankenburg-1_2120_T-39,10023,R_IN4,smt,2,dpll,True,1,3,2,1.6,0,0.0,2.7418136596679688e-05,0.0,0.0,0.0,0.0,0.0,1.4290850162506104,8.07055377960205,
DEU_AachenBendplatz-1_83000_T-3019,10226,R_IN4,vp,2,domain_dpll,True,1,4,0,1.4000000000000001,7,9.036064147949219e-05,3.886222839355469e-05,0.002440929412841797,0.000461578369140625,0.002572298049926758,0.0003342628479003906,0.0,0.005938291549682617,6.446231842041016,
DEU_AachenBendplatz-1_83000_T-3019,10226,R_IN4,smt,2,dpll,True,1,4,2,1.4000000000000001,0,0.0,3.695487976074219e-05,0.0,0.0,0.0,0.0,0.0,0.332594633102417,6.197539806365967,
DEU_AachenFrankenburg-1_232260_T-2279,10208,R_IN4,vp,2,domain_dpll,True,1,5,0,1.4000000000000001,7,9.918212890625e-05,4.267692565917969e-05,0.0024785995483398438,0.000492095947265625,0.0022110939025878906,0.00023174285888671875,0.0,0.005555391311645508,5.833644151687622,
DEU_AachenFrankenburg-1_232260_T-2279,10208,R_IN4,smt,2,dpll,True,1,5,2,inf,0,0.0,2.8133392333984375e-05,0.0,0.0,0.0,0.0,0.0,0.7237646579742432,24.617680549621582,
DEU_AachenBendplatz-1_92340_T-2359,10140,R_IN4,vp,2,domain_dpll,True,1,5,0,inf,6,9.846687316894531e-05,5.316734313964844e-05,0.007036924362182617,0.00046634674072265625,0.0022170543670654297,0.00027251243591308594,0.0,0.010144472122192383,6.705306768417358,
DEU_AachenBendplatz-1_92340_T-2359,10140,R_IN4,smt,1,dpll,True,1,5,4,1.4000000000000001,0,0.0,4.8160552978515625e-05,0.0,0.0,0.0,0.0,0.0,0.3643941879272461,6.514726877212524,
DEU_AachenFrankenburg-1_264440_T-4459,10391,R_IN4,vp,2,domain_dpll,True,1,8,0,inf,8,0.00010442733764648438,4.76837158203125e-05,0.0018744468688964844,0.0005023479461669922,0.0029256343841552734,0.00031948089599609375,0.0,0.005774021148681641,5.650887966156006,
DEU_AachenFrankenburg-1_264440_T-4459,10391,R_IN4,smt,2,dpll,True,1,8,7,inf,0,0.0,3.314018249511719e-05,0.0,0.0,0.0,0.0,0.0,0.15598082542419434,23.816880226135254,
DEU_AachenBendplatz-1_1740_T-59,10003,R_IN4,vp,2,domain_dpll,True,1,9,0,inf,7,0.00010466575622558594,4.410743713378906e-05,0.0024938583374023438,0.0006365776062011719,0.0025925636291503906,0.0002846717834472656,0.0,0.006156444549560547,6.479214191436768,
DEU_AachenBendplatz-1_1740_T-59,10003,R_IN4,smt,2,dpll,True,1,9,7,2.4000000000000004,0,0.0,2.8848648071289062e-05,0.0,0.0,0.0,0.0,0.0,0.190140962600708,6.193601608276367,
DEU_AachenBendplatz-1_15160_T-179,10016,R_IN4,vp,2,domain_dpll,True,1,9,0,inf,4,0.00010466575622558594,3.695487976074219e-05,0.0017256736755371094,0.0006418228149414062,0.0024755001068115234,0.0002105236053466797,0.0,0.005195140838623047,6.412775278091431,
DEU_AachenBendplatz-1_15160_T-179,10016,R_IN4,smt,1,dpll,True,1,9,8,2.2,0,0.0,4.2438507080078125e-05,0.0,0.0,0.0,0.0,0.0,0.3473482131958008,6.631285190582275,
DEU_AachenBendplatz-1_152620_T-2639,10164,R_IN4,vp,2,domain_dpll,True,1,12,0,inf,8,0.00010704994201660156,4.458427429199219e-05,0.0017461776733398438,0.0006566047668457031,0.0023369789123535156,0.0006284713745117188,0.0,0.005519866943359375,6.595213890075684,
DEU_AachenBendplatz-1_152620_T-2639,10164,R_IN4,smt,2,dpll,True,1,12,11,2.8000000000000003,0,0.0,3.600120544433594e-05,0.0,0.0,0.0,0.0,0.0,0.13722968101501465,6.3989152908325195,
DEU_AachenBendplatz-1_8340_T-359,10030,R_IN4,vp,2,domain_dpll,True,1,12,0,inf,3,0.00010156631469726562,3.790855407714844e-05,0.003387451171875,0.00045418739318847656,0.002215862274169922,0.0002696514129638672,0.0,0.00646662712097168,6.326467037200928,
DEU_AachenBendplatz-1_8340_T-359,10030,R_IN4,smt,1,dpll,True,1,12,11,2.8000000000000003,0,0.0,4.3392181396484375e-05,0.0,0.0,0.0,0.0,0.0,0.21858882904052734,6.537785530090332,
DEU_AachenBendplatz-1_93620_T-3639,10217,R_IN4,vp,2,domain_dpll,True,1,13,0,inf,3,0.00013184547424316406,6.079673767089844e-05,0.005408048629760742,0.0007796287536621094,0.0032892227172851562,0.0005359649658203125,0.0,0.010205507278442383,6.349870681762695,
DEU_AachenBendplatz-1_93620_T-3639,10217,R_IN4,smt,1,dpll,True,1,13,11,3.0,0,0.0,4.696846008300781e-05,0.0,0.0,0.0,0.0,0.0,0.22430658340454102,6.695528745651245,
DEU_AachenBendplatz-1_172740_T-2759,10202,R_IN4,vp,2,domain_dpll,True,1,4,0,1.8,7,9.512901306152344e-05,4.38690185546875e-05,0.0053021907806396484,0.0004794597625732422,0.0023648738861083984,0.00019168853759765625,0.0,0.008477210998535156,6.415498495101929,
DEU_AachenBendplatz-1_172740_T-2759,10202,R_IN4,smt,2,dpll,False,0,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.075690507888794,"AssertionError: Initial lateral velocity 10.948092951312903 exceeds valid velocity interval [-4.0, 4.0]."
DEU_AachenBendplatz-1_163680_T-3699,10267,R_IN4,vp,2,dpll,False,31,12,0,,0,0.0,0.00139617919921875,0.0,0.0,0.0,0.0,0.0,0.00139617919921875,16.174413681030273,repair returned None
DEU_AachenBendplatz-1_163680_T-3699,10267,R_IN4,smt,1,dpll,True,1,12,3,2.4000000000000004,0,0.0,4.291534423828125e-05,0.0,0.0,0.0,0.0,0.0,0.40682220458984375,6.986034393310547,
DEU_AachenFrankenburg-1_225620_T-5639,10507,R_IN4,vp,2,domain_dpll,True,1,11,0,3.0,8,0.00011467933654785156,4.124641418457031e-05,0.0016987323760986328,0.0004932880401611328,0.002290964126586914,0.0002300739288330078,0.0,0.004868984222412109,5.469719409942627,
DEU_AachenFrankenburg-1_225620_T-5639,10507,R_IN4,smt,2,dpll,False,34,11,3,,0,0.0,0.0010306835174560547,0.0,0.0,0.0,0.0,0.0,0.9707837104797363,7.7888829708099365,repair returned None
DEU_AachenFrankenburg-1_265260_T-5279,10453,R_IN4,vp,2,domain_dpll,True,1,9,0,inf,0,0.00010180473327636719,4.4345855712890625e-05,0.013818025588989258,0.00045800209045410156,0.002817869186401367,0.00047779083251953125,0.0,0.017717838287353516,5.769696235656738,
DEU_AachenFrankenburg-1_265260_T-5279,10453,R_IN4,smt,2,dpll,True,2,9,8,2.2,0,0.0,6.818771362304688e-05,0.0,0.0,0.0,0.0,0.0,0.20233678817749023,21.27824306488037,
DEU_AachenBendplatz-1_133560_T-3579,10256,R_IN4,vp,2,domain_dpll,True,1,4,0,1.4000000000000001,6,8.249282836914062e-05,3.8623809814453125e-05,0.0010368824005126953,0.00023484230041503906,0.0023055076599121094,0.0001423358917236328,0.0,0.0038406848907470703,6.206654071807861,
DEU_AachenBendplatz-1_133560_T-3579,10256,R_IN4,smt,2,dpll,False,31,4,0,,0,0.0,0.0009603500366210938,0.0,0.0,0.0,0.0,0.0,0.6277344226837158,7.135946750640869,repair returned None
DEU_AachenBendplatz-1_162280_T-2299,10179,R_IN4,vp,2,domain_dpll,True,1,9,0,Infinity,3,0.00011777877807617188,3.337860107421875e-05,0.007544994354248047,0.0011875629425048828,0.0035905838012695312,0.0005018711090087891,0.0,0.01297616958618164,6.374677658081055,
DEU_AachenBendplatz-1_162280_T-2299,10179,R_IN4,smt,1,dpll,True,1,9,5,2.4000000000000004,0,0.0,3.147125244140625e-05,0.0,0.0,0.0,0.0,0.0,0.5626318454742432,7.224795818328857,
