scenario_id,scenario_path,ego_id,rule,repairer_type,planner,sat_solver_mode,success,iterations,tv,tc,updated_tv,domain_dict_size,domain_dict_time,sat_time,constraint_extraction_time,constraint_conversion_time,lp_time,trajectory_build_time,compliance_check_time,core_total_time,wall_time,error
DEU_AachenBendplatz-1_12960_T-979_in5_safe_variant_01,scenarios/generated_in5_tests/DEU_AachenBendplatz-1_12960_T-979_in5_safe_variant_01.xml,10047,R_IN5,vp,2,domain_dpll,True,1,13,0,2.8000000000000003,0,1.049041748046875e-05,2.1219253540039062e-05,0.0015308856964111328,0.0004062652587890625,0.0014581680297851562,0.0002472400665283203,0.0,0.0036742687225341797,4.853118658065796,
DEU_AachenBendplatz-1_12960_T-979_in5_safe_variant_01,scenarios/generated_in5_tests/DEU_AachenBendplatz-1_12960_T-979_in5_safe_variant_01.xml,10047,R_IN5,smt,1,dpll,True,1,13,10,3.0,0,0.0,1.621246337890625e-05,0.0,0.0,0.0,0.0,0.0,0.13564062118530273,5.330771446228027,
DEU_AachenBendplatz-1_132900_T-2919_in5_safe_variant_02,scenarios/generated_in5_tests/DEU_AachenBendplatz-1_132900_T-2919_in5_safe_variant_02.xml,10204,R_IN5,vp,2,domain_dpll,True,1,12,0,3.6,0,8.106231689453125e-06,1.9788742065429688e-05,0.0017077922821044922,0.0003058910369873047,0.0016536712646484375,0.00021839141845703125,0.0,0.0039136409759521484,4.990914344787598,
DEU_AachenBendplatz-1_132900_T-2919_in5_safe_variant_02,scenarios/generated_in5_tests/DEU_AachenBendplatz-1_132900_T-2919_in5_safe_variant_02.xml,10204,R_IN5,smt,2,dpll,True,1,12,11,inf,0,0.0,1.7881393432617188e-05,0.0,0.0,0.0,0.0,0.0,0.06737947463989258,5.492052316665649,
DEU_AachenBendplatz-1_84280_T-4299_in5_safe_variant_05,scenarios/generated_in5_tests/DEU_AachenBendplatz-1_84280_T-4299_in5_safe_variant_05.xml,10331,R_IN5,vp,2,domain_dpll,True,1,13,0,2.8000000000000003,0,9.298324584960938e-06,2.0503997802734375e-05,0.0017025470733642578,0.000537872314453125,0.001767873764038086,0.0002448558807373047,0.0,0.004282951354980469,4.850811719894409,
DEU_AachenBendplatz-1_84280_T-4299_in5_safe_variant_05,scenarios/generated_in5_tests/DEU_AachenBendplatz-1_84280_T-4299_in5_safe_variant_05.xml,10331,R_IN5,smt,1,dpll,True,1,13,5,inf,0,0.0,1.621246337890625e-05,0.0,0.0,0.0,0.0,0.0,0.924591064453125,6.097722768783569,
DEU_AachenFrankenburg-1_206020_T-6039_in5_safe_variant_06,scenarios/generated_in5_tests/DEU_AachenFrankenburg-1_206020_T-6039_in5_safe_variant_06.xml,10462,R_IN5,vp,2,domain_dpll,True,1,8,0,inf,0,7.62939453125e-06,2.288818359375e-05,0.003046274185180664,0.0003631114959716797,0.0024247169494628906,0.0002646446228027344,0.0,0.006129264831542969,4.225196599960327,
DEU_AachenFrankenburg-1_206020_T-6039_in5_safe_variant_06,scenarios/generated_in5_tests/DEU_AachenFrankenburg-1_206020_T-6039_in5_safe_variant_06.xml,10462,R_IN5,smt,2,dpll,False,18,8,6,,0,0.0,0.0003819465637207031,0.0,0.0,0.0,0.0,0.0,0.3282310962677002,26.34500527381897,repair returned None
DEU_AachenBendplatz-1_132900_T-2919_in5_safe_variant_13,scenarios/generated_in5_tests/DEU_AachenBendplatz-1_132900_T-2919_in5_safe_variant_13.xml,10204,R_IN5,vp,2,domain_dpll,True,1,14,0,3.2,0,7.3909759521484375e-06,2.09808349609375e-05,0.0016644001007080078,0.00029468536376953125,0.0019533634185791016,0.0003294944763183594,0.0,0.004270315170288086,5.000794172286987,
DEU_AachenBendplatz-1_132900_T-2919_in5_safe_variant_13,scenarios/generated_in5_tests/DEU_AachenBendplatz-1_132900_T-2919_in5_safe_variant_13.xml,10204,R_IN5,smt,2,dpll,True,1,14,12,inf,0,0.0,1.6689300537109375e-05,0.0,0.0,0.0,0.0,0.0,0.0697484016418457,5.511882543563843,
