group,scenario_id,ego_id,rule,vp_success,sampling_success,vp_core_time_s,sampling_core_time_s,runtime_ratio_sampling_over_vp,sampling_candidates_checked,sampling_error
rg1,DEU_LocationALower-25_155_T-1,15,R_G1,True,True,0.008965730667114258,0.18840134799756925,21.013496277399195,2,
rg1,DEU_LocationALower-27_140_T-1,14,R_G1,True,True,0.009421586990356445,0.36586603600153467,38.832739789593866,53,
rg1,DEU_LocationALower-28_109_T-1,13,R_G1,True,True,0.00873565673828125,0.2801367729989579,32.068198349798614,31,
rg1,DEU_LocationALower-28_109_T-1,18,R_G1,True,True,0.008779525756835938,0.2785302589982166,31.724977716631976,29,
rg1,DEU_LocationALower-28_228_T-1,11,R_G1,True,True,0.009730339050292969,0.2909752430023218,29.903916142938606,25,
rg1,DEU_LocationALower-28_252_T-1,12,R_G1,True,True,0.009143829345703125,0.29498656099895015,32.26072467522269,39,
rg1,DEU_LocationALower-28_252_T-1,18,R_G1,True,True,0.009180784225463867,0.39199693699993077,42.697543845185486,32,
rg1,DEU_LocationALower-29_123_T-1,16,R_G1,True,True,0.008790254592895508,0.2498187089986459,28.41996285301626,22,
rg1,DEU_LocationALower-29_134_T-1,9,R_G1,True,True,0.006594657897949219,0.1327175590013212,20.125010433459057,1,
rg1,DEU_LocationALower-29_192_T-1,9,R_G1,True,True,0.02564406394958496,0.1465172669995809,5.713496397748307,1,
rg1,DEU_LocationALower-29_245_T-1,12,R_G1,True,True,0.00877237319946289,0.27147585100101423,30.946682822116596,29,
rg1,DEU_LocationALower-29_249_T-1,23,R_G1,True,True,0.009073734283447266,0.20919822599898907,23.05536171371233,22,
rg1,DEU_LocationALower-29_250_T-1,12,R_G1,True,True,0.00909876823425293,0.21673547699901974,23.820309674787005,20,
rg1,DEU_LocationALower-29_65_T-1,8,R_G1,True,True,0.008727073669433594,0.22403376999864122,25.67112167086605,32,
rg1,DEU_LocationALower-29_70_T-1,11,R_G1,True,True,0.008749246597290039,0.19418115399821545,22.194042862886096,28,
rg1,DEU_LocationALower-30_218_T-1,16,R_G1,True,True,0.009183883666992188,0.20420973500222317,22.235662210767515,27,
rg1,DEU_LocationALower-30_46_T-1,16,R_G1,True,True,0.008809089660644531,0.2073489740032528,23.538070560185645,32,
rg1,DEU_LocationALower-31_154_T-1,9,R_G1,True,True,0.007745981216430664,0.17075618299713824,22.044487099314505,26,
rg1,DEU_LocationALower-31_239_T-1,16,R_G1,True,True,0.009225606918334961,0.15742110299834167,17.063495593496743,9,
rg1,DEU_LocationALower-31_24_T-1,13,R_G1,True,True,0.008748292922973633,0.21775566799988155,24.891218197328516,19,
rg1,DEU_LocationALower-31_31_T-1,15,R_G1,True,True,0.008289813995361328,0.16629817400098545,20.06054346865198,17,
rg1,DEU_LocationALower-31_47_T-1,13,R_G1,True,True,0.008589744567871094,0.38015887700021267,44.25729705888476,88,
rg1,DEU_LocationALower-32_117_T-1,17,R_G1,True,True,0.009138345718383789,0.2827662039999268,30.942821897302537,52,
rg1,DEU_LocationALower-32_136_T-1,16,R_G1,True,True,0.008705854415893555,0.1887970879979548,21.686221590529204,25,
rg1,DEU_LocationALower-32_186_T-1,12,R_G1,True,True,0.009164094924926758,0.17663566600094782,19.274752984115292,23,
rg1,DEU_LocationALower-32_70_T-1,14,R_G1,True,True,0.00887918472290039,0.23348715400061337,26.29601267314829,29,
rg1,DEU_LocationALower-32_84_T-1,13,R_G1,True,True,0.008852481842041016,0.21448411499659414,24.228698665948688,25,
rg1,DEU_LocationALower-33_142_T-1,10,R_G1,True,True,0.006886720657348633,0.1293135770029039,18.777235702876506,5,
rg1,DEU_LocationALower-33_16_T-1,12,R_G1,True,True,0.010295629501342773,0.1663769209990278,16.159956122870256,11,
rg1,DEU_LocationALower-33_219_T-1,8,R_G1,True,True,0.008202314376831055,0.23774209200200858,28.984757359892818,55,
rg1,DEU_LocationALower-33_228_T-1,14,R_G1,True,True,0.009313344955444336,0.23256920799758518,24.971608923562027,24,
rg1,DEU_LocationALower-33_233_T-1,14,R_G1,True,True,0.008693456649780273,0.26771668099900126,30.795193647830263,44,
rg1,DEU_LocationALower-33_261_T-1,13,R_G1,True,True,0.00992274284362793,0.23226561099727405,23.407400016057824,33,
rg1,DEU_LocationALower-33_265_T-1,22,R_G1,True,True,0.009021520614624023,0.26219929799844977,29.063758672060303,33,
rg1,DEU_LocationALower-33_96_T-1,9,R_G1,True,True,0.008920907974243164,0.3685754399994039,41.31591101080417,94,
rg1,DEU_LocationALower-34_120_T-1,17,R_G1,True,True,0.00847935676574707,0.28102688700164435,33.142477049305356,33,
rg1,DEU_LocationALower-34_146_T-1,14,R_G1,True,True,0.00853419303894043,0.19519006599875866,22.871531626731596,22,
rg1,DEU_LocationALower-34_147_T-1,16,R_G1,True,True,0.009059429168701172,0.21187935399939306,23.387715721802998,20,
rg1,DEU_LocationALower-34_163_T-1,15,R_G1,True,True,0.009958028793334961,0.22084899300170946,22.177982970839228,25,
rg1,DEU_LocationALower-34_179_T-1,15,R_G1,True,True,0.008907079696655273,0.19586966399947414,21.99033473036351,16,
rg1,DEU_LocationALower-14_14_T-1,13,R_G1,True,True,0.009425163269042969,0.24123328499990748,25.594600126688555,31,
rg1,DEU_LocationALower-34_49_T-1,10,R_G1,True,True,0.009027719497680664,0.3769935649979743,41.75955678450452,96,
rg1,DEU_LocationALower-34_96_T-1,14,R_G1,True,True,0.009023427963256836,0.37319231600122293,41.35815318976916,81,
rg1,DEU_LocationALower-35_263_T-1,12,R_G1,True,True,0.009130477905273438,0.2637316139989707,28.88475463553214,37,
rg1,DEU_LocationALower-36_113_T-1,14,R_G1,True,True,0.00859522819519043,0.26121922099991934,30.391190910566856,46,
rg1,DEU_LocationALower-36_123_T-1,15,R_G1,True,True,0.01053309440612793,0.12580670900206314,11.943945829334966,1,
rg1,DEU_LocationALower-36_208_T-1,8,R_G1,True,True,0.0061969757080078125,0.18070556100065005,29.160282291754022,46,
rg1,DEU_LocationALower-36_236_T-1,6,R_G1,True,True,0.0073566436767578125,0.148283624999749,20.156423433722686,43,
rg1,DEU_LocationALower-36_269_T-1,18,R_G1,True,True,0.01013040542602539,0.11091830300210859,10.94904876335505,1,
rg1,DEU_LocationALower-36_291_T-1,13,R_G1,True,True,0.009276390075683594,0.19233074099975056,20.73336065329027,31,
rg1,DEU_LocationALower-36_61_T-1,9,R_G1,True,True,0.00908350944519043,0.21602279799844837,23.781865291374682,33,
rg1,DEU_LocationALower-37_1_T-1,11,R_G1,True,True,0.009052515029907227,0.1839682919999177,20.32234040950309,25,
rg1,DEU_LocationALower-37_205_T-1,15,R_G1,True,True,0.008631467819213867,0.22114284100098303,25.620537043388314,32,
rg1,DEU_LocationALower-37_231_T-1,23,R_G1,True,True,0.009591102600097656,0.22645025699966936,23.610450898248512,40,
rg1,DEU_LocationALower-37_240_T-1,8,R_G1,True,True,0.008729696273803711,0.33327476200065576,38.17713143133684,104,
rg1,DEU_LocationALower-11_102_T-1,16,R_G1,True,True,0.00875234603881836,0.1856040819984628,21.206209303799522,26,
rg1,DEU_LocationALower-12_167_T-1,12,R_G1,True,True,0.010073423385620117,0.23521939599959296,23.35049237932065,32,
rg1,DEU_LocationALower-13_82_T-1,17,R_G1,True,True,0.008714914321899414,0.1335987300008128,15.329895976727741,1,
rg1,DEU_LocationALower-14_96_T-1,15,R_G1,True,True,0.009048223495483398,0.13716997799929231,15.159879513118067,5,
rg1,DEU_LocationALower-27_184_T-1,13,R_G1,True,True,0.008976459503173828,0.18446135399790364,20.549455376329966,26,
rg1,DEU_LocationALower-31_258_T-1,12,R_G1,True,True,0.008962631225585938,0.3308935040004144,36.919236736618274,88,
rg1,DEU_LocationALower-35_34_T-1,19,R_G1,True,True,0.008635282516479492,0.3417933409982652,39.5810259069104,106,
rg1,DEU_LocationALower-37_235_T-1,8,R_G1,True,True,0.008416175842285156,0.1941136749992438,23.064355906629697,47,
rg1,DEU_LocationALower-37_4_T-1,22,R_G1,True,True,0.009109020233154297,0.19266401500135544,21.1509042761934,25,
rg1,DEU_LocationALower-36_263_T-1,15,R_G1,True,True,0.00935673713684082,0.3474300489979214,37.13153890259085,84,
rg1,DEU_LocationALower-30_258_T-1,22,R_G1,True,True,0.009024620056152344,0.20524572700014687,22.742866261746382,33,
rg1,DEU_LocationALower-33_124_T-1,21,R_G1,True,True,0.009195566177368164,0.2198863360026735,23.91221288188331,26,
rg1,DEU_LocationALower-33_128_T-1,6,R_G1,True,True,0.00851750373840332,0.36798398600149085,43.20326674379278,34,
rg1,DEU_LocationALower-33_183_T-1,25,R_G1,True,True,0.008713006973266602,0.4004360029975942,45.95841644867482,52,
rg1,DEU_LocationALower-13_168_T-1,12,R_G1,True,True,0.02081584930419922,0.20328499400056899,9.765875560963057,1,
rg1,DEU_LocationALower-28_204_T-1,12,R_G1,True,True,0.008389949798583984,0.4965891119973094,59.18856774102764,91,
rg1,DEU_LocationALower-33_120_T-1,9,R_G1,True,True,0.008773088455200195,0.6673051849975309,76.06274442633594,133,
rg1,DEU_LocationALower-33_46_T-1,17,R_G1,True,True,0.008458137512207031,0.6224816249996366,73.59559053056927,151,
rg1,DEU_LocationALower-35_126_T-1,20,R_G1,True,True,0.008957862854003906,0.5164595999995072,57.65433211211362,84,
rg1,DEU_LocationALower-36_199_T-1,19,R_G1,True,True,0.009398460388183594,0.4443215760002204,47.27599603003623,49,
rg1,DEU_LocationALower-37_121_T-1,16,R_G1,True,True,0.010748863220214844,0.457159479999973,42.53096077548147,79,
rg2,DEU_LocationALower-11_119_T-1,10,R_G2,True,True,0.005758523941040039,0.19378861399673042,33.65248038922463,1,
rg2,DEU_LocationALower-12_123_T-1,16,R_G2,True,True,0.005177974700927734,0.17867136700078845,34.50603321193825,1,
rg2,DEU_LocationALower-12_123_T-1,19,R_G2,True,True,0.005835056304931641,0.1689508899980865,28.954457535447176,1,
rg2,DEU_LocationALower-12_124_T-1,19,R_G2,True,True,0.0057523250579833984,0.18838398500156472,32.74918978024632,1,
rg2,DEU_LocationALower-12_37_T-1,28,R_G2,True,True,0.00560760498046875,0.19375104199934867,34.55147833597093,1,
rg2,DEU_LocationALower-25_149_T-1,9,R_G2,True,True,0.00591588020324707,0.2445648520006216,41.34039966975437,1,
rg2,DEU_LocationALower-25_167_T-1,23,R_G2,True,True,0.0061304569244384766,0.17506426000181818,28.556478278795396,1,
rg2,DEU_LocationALower-25_257_T-1,25,R_G2,True,True,0.005582094192504883,0.21577996500127483,38.65573699759565,5,
rg2,DEU_LocationALower-26_141_T-1,16,R_G2,True,True,0.006021738052368164,0.2304323629978171,38.26675305266644,7,
rg2,DEU_LocationALower-26_236_T-1,11,R_G2,False,True,0.012755632400512695,0.3254687219996413,25.515686857404223,1,
rg2,DEU_LocationALower-26_238_T-1,20,R_G2,True,True,0.005669116973876953,0.2054300499985402,36.236692759234465,3,
rg2,DEU_LocationALower-26_241_T-1,24,R_G2,True,True,0.0054814815521240234,0.2552871640000376,46.57265769709946,14,
rg2,DEU_LocationALower-26_59_T-1,13,R_G2,True,True,0.0058057308197021484,0.19317379900166998,33.27295133045462,9,
rg2,DEU_LocationALower-27_113_T-1,22,R_G2,True,True,0.0056078433990478516,0.1995300229973509,35.5805269154322,1,
rg2,DEU_LocationALower-27_115_T-1,23,R_G2,True,True,0.006256818771362305,0.21513018399855355,34.38331712326598,1,
rg2,DEU_LocationALower-27_116_T-1,21,R_G2,True,True,0.005501270294189453,0.2546893220023776,46.296456705896695,7,
rg2,DEU_LocationALower-27_119_T-1,11,R_G2,True,True,0.0054662227630615234,0.16414219500074978,30.028449647159455,1,
rg2,DEU_LocationALower-27_119_T-1,18,R_G2,True,True,0.005514621734619141,0.1461972600009176,26.51084100349713,1,
rg2,DEU_LocationALower-27_131_T-1,5,R_G2,True,True,0.002996683120727539,0.11414305899961619,38.089799421937,1,
rg2,DEU_LocationALower-27_226_T-1,24,R_G2,True,True,0.0065402984619140625,0.2115435490013624,32.3446323181179,1,
rg2,DEU_LocationALower-27_244_T-1,13,R_G2,True,True,0.006100177764892578,0.15143477899982827,24.824650171894618,1,
rg2,DEU_LocationALower-27_270_T-1,20,R_G2,True,True,0.005689382553100586,0.20651845699831028,36.29892261081343,1,
rg2,DEU_LocationALower-27_293_T-1,29,R_G2,True,True,0.005679130554199219,0.23017076700125472,40.529226226550406,5,
rg2,DEU_LocationALower-27_294_T-1,28,R_G2,True,True,0.005691051483154297,0.23038229500161833,40.48149901359312,6,
rg2,DEU_LocationALower-27_294_T-1,29,R_G2,True,True,0.005943775177001953,0.16918292799891788,28.463884141098003,1,
rg2,DEU_LocationALower-27_29_T-1,5,R_G2,True,False,0.003214120864868164,0.4491719949983235,139.7495657079926,0,
rg2,DEU_LocationALower-28_211_T-1,6,R_G2,True,True,0.003957986831665039,0.12413866799761308,31.364093231555962,1,
rg2,DEU_LocationALower-28_31_T-1,9,R_G2,True,True,0.00554203987121582,0.1745596700020542,31.497368127696102,1,
rg2,DEU_LocationALower-28_46_T-1,5,R_G2,True,True,0.00435328483581543,0.17354664499725914,39.86567650465984,1,
rg2,DEU_LocationALower-29_229_T-1,22,R_G2,True,True,0.005542755126953125,0.17505842900209245,31.583287551496575,1,
rg2,DEU_LocationALower-31_64_T-1,12,R_G2,True,True,0.004973411560058594,0.24930516599852126,50.12759611544879,1,
rg2,DEU_LocationALower-31_81_T-1,19,R_G2,True,True,0.0061550140380859375,0.20409236399791553,33.15871624906698,1,
rg2,DEU_LocationALower-31_94_T-1,24,R_G2,True,True,0.00634312629699707,0.21126370899946778,33.30592819813207,8,
rg2,DEU_LocationALower-31_95_T-1,21,R_G2,True,True,0.006106853485107422,0.49701473300228827,81.38638567542866,7,
rg2,DEU_LocationALower-32_104_T-1,17,R_G2,True,True,0.006932735443115234,0.16458245900139445,23.7399018543017,1,
rg2,DEU_LocationALower-33_129_T-1,14,R_G2,True,True,0.016790390014648438,0.1842024300021876,10.97070585266238,3,
rg2,DEU_LocationALower-33_190_T-1,22,R_G2,True,True,0.007055044174194336,0.16643854699941585,23.591425211511538,1,
rg2,DEU_LocationALower-33_36_T-1,6,R_G2,True,True,0.003918170928955078,0.11654848200123524,29.745634918565717,1,
rg2,DEU_LocationALower-33_49_T-1,12,R_G2,True,True,0.005407094955444336,0.3488866780026001,64.52386741448113,1,
rg2,DEU_LocationALower-34_124_T-1,8,R_G2,True,True,0.005342960357666016,0.17723831399780465,33.172305638297544,12,
rg2,DEU_LocationALower-34_159_T-1,6,R_G2,True,True,0.003613710403442383,0.0902922370005399,24.98601905524263,1,
rg2,DEU_LocationALower-34_197_T-1,10,R_G2,True,True,0.004342317581176758,0.1077699580018816,24.81853433959941,1,
rg2,DEU_LocationALower-34_206_T-1,20,R_G2,True,True,0.005884885787963867,0.20765665900034946,35.28643825595761,16,
rg2,DEU_LocationALower-34_2_T-1,8,R_G2,True,True,0.006259441375732422,0.16602727400095318,26.524295705465605,1,
rg2,DEU_LocationALower-34_51_T-1,7,R_G2,True,True,0.008439064025878906,0.2702398350011208,32.02248900736075,7,
rg2,DEU_LocationALower-34_52_T-1,8,R_G2,True,True,0.005586385726928711,0.13489609099997324,24.14729264929161,1,
rg2,DEU_LocationALower-34_52_T-1,10,R_G2,True,True,0.005545616149902344,0.14276381799936644,25.743544836200115,5,
rg2,DEU_LocationALower-34_53_T-1,7,R_G2,True,True,0.004399299621582031,0.1412899520000792,32.1164649270399,1,
rg2,DEU_LocationALower-34_53_T-1,8,R_G2,True,True,0.004939079284667969,0.18519726000158698,37.496312435494126,1,
rg2,DEU_LocationALower-34_53_T-1,11,R_G2,True,True,0.0053462982177734375,0.25047099799849093,46.84942511545944,7,
rg2,DEU_LocationALower-34_54_T-1,9,R_G2,True,True,0.003717184066772461,0.1104837029997725,29.722419179446977,1,
rg2,DEU_LocationALower-34_54_T-1,11,R_G2,True,True,0.005112886428833008,0.14835399899675394,29.01570395934162,1,
rg2,DEU_LocationALower-34_62_T-1,8,R_G2,True,True,0.016281843185424805,0.21132249800211866,12.979027963571749,9,
rg2,DEU_LocationALower-34_74_T-1,11,R_G2,True,True,0.0039615631103515625,0.13776659200084396,34.775816556060896,1,
rg2,DEU_LocationALower-34_80_T-1,10,R_G2,True,True,0.0056688785552978516,0.14326729900130886,25.27259979267299,6,
rg2,DEU_LocationALower-34_93_T-1,21,R_G2,True,True,0.006749391555786133,0.14082695699835313,20.865133669363825,1,
rg2,DEU_LocationALower-35_140_T-1,10,R_G2,True,True,0.0053980350494384766,0.27068192600199836,50.14452917087963,31,
rg2,DEU_LocationALower-35_189_T-1,14,R_G2,True,True,0.0062770843505859375,0.14346825599932345,22.855875114364416,1,
rg2,DEU_LocationALower-35_190_T-1,12,R_G2,True,True,0.005224466323852539,0.16097553099825745,30.81186115858692,1,
rg2,DEU_LocationALower-37_213_T-1,12,R_G2,True,True,0.006105661392211914,0.13453146800020477,22.033889427901553,1,
rg2,DEU_LocationALower-37_86_T-1,7,R_G2,False,True,0.017182588577270508,0.36435319500014884,21.204790731131336,41,
rg2,DEU_LocationALower-38_46_T-1,15,R_G2,True,True,0.005327701568603516,0.2371651280009246,44.51546787052672,28,
rg2,DEU_LocationALower-38_47_T-1,9,R_G2,True,True,0.0036318302154541016,0.13815277500179945,38.039436539168086,1,
rg2,DEU_LocationALower-38_47_T-1,11,R_G2,True,True,0.004887580871582031,0.1687883710001188,34.534133640940595,1,
rg2,DEU_LocationALower-39_11_T-1,9,R_G2,True,True,0.006402730941772461,0.15420605599865667,24.08441919565778,5,
rg2,DEU_LocationALower-40_140_T-1,11,R_G2,True,True,0.005719661712646484,0.1681987299998582,29.407111547866826,1,
rg2,DEU_LocationALower-42_14_T-1,9,R_G2,False,True,0.018293142318725586,0.1984235570016608,10.846882047079827,26,
rg2,DEU_LocationALower-44_216_T-1,14,R_G2,True,True,0.006515026092529297,0.16010200000164332,24.57426842622018,1,
rg2,DEU_LocationALower-44_87_T-1,17,R_G2,True,True,0.0057735443115234375,0.16505406400028733,28.587996401249633,2,
rg3,DEU_LocationALower-11_102_T-1,16,R_G3,True,True,0.010229825973510742,0.4533786270003475,44.3192902962702,1,
rg3,DEU_LocationALower-11_110_T-1,16,R_G3,True,True,0.009849071502685547,0.2085386450016813,21.1734319265343,1,
rg3,DEU_LocationALower-11_131_T-1,18,R_G3,True,True,0.009205102920532227,0.18778910900073242,20.400544200528582,1,
rg3,DEU_LocationALower-11_4_T-1,18,R_G3,True,True,0.009680747985839844,0.22285258299962152,23.020182255089264,10,
rg3,DEU_LocationALower-11_43_T-1,17,R_G3,True,True,0.00950002670288086,0.2170942519987875,22.851962293216946,1,
rg3,DEU_LocationALower-11_56_T-1,15,R_G3,True,True,0.009638547897338867,0.33502537599997595,34.758905549711905,46,
rg3,DEU_LocationALower-11_64_T-1,18,R_G3,True,True,0.009598970413208008,0.41746853299991926,43.49096986750685,1,
rg3,DEU_LocationALower-12_109_T-1,20,R_G3,True,True,0.009456157684326172,0.17487062999862246,18.49277855089865,1,
rg3,DEU_LocationALower-12_167_T-1,12,R_G3,True,True,0.009250640869140625,0.18965202199979103,20.50150088870648,1,
rg3,DEU_LocationALower-12_217_T-1,14,R_G3,True,True,0.009537220001220703,0.17803447500045877,18.66733439908815,1,
rg3,DEU_LocationALower-12_52_T-1,26,R_G3,True,True,0.009340763092041016,0.16114862500035088,17.252190577198217,1,
rg3,DEU_LocationALower-13_162_T-1,21,R_G3,True,True,0.009674072265625,0.18819218699718476,19.453254206699526,1,
rg3,DEU_LocationALower-13_167_T-1,17,R_G3,True,True,0.00900888442993164,0.20990958800030057,23.30028647086256,1,
rg3,DEU_LocationALower-13_168_T-1,12,R_G3,True,True,0.009273529052734375,0.21460110800035181,23.141255802404043,1,
rg3,DEU_LocationALower-13_214_T-1,21,R_G3,True,True,0.009115219116210938,0.2030721379996976,22.27836055400407,1,
rg3,DEU_LocationALower-13_239_T-1,18,R_G3,True,True,0.009151697158813477,0.1907250460026262,20.840401806669245,1,
rg3,DEU_LocationALower-13_241_T-1,20,R_G3,True,True,0.009641885757446289,0.2154485110004316,22.34505950602493,1,
rg3,DEU_LocationALower-13_247_T-1,15,R_G3,True,True,0.009612798690795898,0.21438811199914198,22.302361559325607,1,
rg3,DEU_LocationALower-13_29_T-1,18,R_G3,True,True,0.00914454460144043,0.18505216799894697,20.23634593786091,1,
rg3,DEU_LocationALower-13_56_T-1,10,R_G3,True,True,0.009318351745605469,0.2498029039998073,26.807627659861012,35,
rg3,DEU_LocationALower-13_82_T-1,17,R_G3,True,True,0.009501457214355469,0.17248576000201865,18.153611189388407,1,
rg3,DEU_LocationALower-14_14_T-1,13,R_G3,True,True,0.00905466079711914,0.21324519400150166,23.550876038266217,11,
rg3,DEU_LocationALower-14_161_T-1,21,R_G3,True,True,0.009579896926879883,0.22737656499884906,23.73476110800957,1,
rg3,DEU_LocationALower-14_219_T-1,12,R_G3,True,True,0.008955001831054688,0.20490773399797035,22.881930999430857,1,
rg3,DEU_LocationALower-14_247_T-1,16,R_G3,True,True,0.009155035018920898,0.22268832600093447,24.324136995729667,1,
rg3,DEU_LocationALower-14_252_T-1,12,R_G3,True,True,0.008936882019042969,0.21818137399895932,24.4135900568064,1,
rg3,DEU_LocationALower-14_255_T-1,11,R_G3,True,True,0.008789777755737305,0.21976549299870385,25.002394725538707,1,
rg3,DEU_LocationALower-14_39_T-1,15,R_G3,True,True,0.010305166244506836,0.20027906199902645,19.43482106421962,1,
rg3,DEU_LocationALower-14_96_T-1,15,R_G3,True,True,0.009185314178466797,0.17011077600182034,18.519864720644215,1,
rg3,DEU_LocationALower-25_155_T-1,15,R_G3,True,True,0.009209394454956055,0.16913248800119618,18.365212699753258,1,
rg3,DEU_LocationALower-27_140_T-1,14,R_G3,True,True,0.009274005889892578,0.19400179500007653,20.918877700036017,1,
rg3,DEU_LocationALower-27_184_T-1,13,R_G3,True,True,0.009279012680053711,0.1907869259994186,20.561123535215845,1,
rg3,DEU_LocationALower-28_109_T-1,13,R_G3,True,True,0.00979161262512207,0.20590456799982348,21.028667685600613,1,
rg3,DEU_LocationALower-28_109_T-1,18,R_G3,True,True,0.009037017822265625,0.21861033100140048,24.19053888139769,1,
rg3,DEU_LocationALower-28_204_T-1,12,R_G3,True,True,0.010309219360351562,0.20991873700040742,20.362234002677077,1,
rg3,DEU_LocationALower-28_228_T-1,11,R_G3,True,True,0.009801387786865234,0.5394575790014642,55.038897626761305,1,
rg3,DEU_LocationALower-28_252_T-1,12,R_G3,True,True,0.009084939956665039,0.21632184700138168,23.811037610950876,1,
rg3,DEU_LocationALower-28_252_T-1,18,R_G3,True,True,0.009197711944580078,0.1914552870002808,20.81553414086852,1,
rg3,DEU_LocationALower-29_123_T-1,16,R_G3,True,True,0.00956583023071289,0.2341277359992091,24.47542245183258,1,
rg3,DEU_LocationALower-29_134_T-1,9,R_G3,True,True,0.008910655975341797,0.20826066999870818,23.37209186114041,1,
rg3,DEU_LocationALower-29_192_T-1,9,R_G3,True,True,0.009396791458129883,0.2879717799987702,30.645756190494556,1,
rg3,DEU_LocationALower-29_245_T-1,12,R_G3,True,True,0.010623931884765625,0.22223724499781383,20.918549498278963,1,
rg3,DEU_LocationALower-29_249_T-1,23,R_G3,True,True,0.008835792541503906,0.21380689999932656,24.197818021985306,1,
rg3,DEU_LocationALower-29_250_T-1,12,R_G3,True,True,0.008760213851928711,0.18544553600077052,21.169064949246817,1,
rg3,DEU_LocationALower-29_65_T-1,8,R_G3,True,True,0.010932683944702148,0.1798157280027226,16.44753739449856,1,
rg3,DEU_LocationALower-29_70_T-1,11,R_G3,True,True,0.009110450744628906,0.29204871600086335,32.05645079339698,1,
rg3,DEU_LocationALower-30_218_T-1,16,R_G3,True,True,0.009601116180419922,0.24883266400138382,25.91705582199305,1,
rg3,DEU_LocationALower-30_258_T-1,22,R_G3,True,True,0.009972333908081055,0.2589852049968613,25.970370365054993,31,
rg3,DEU_LocationALower-30_46_T-1,16,R_G3,True,True,0.00910806655883789,0.20547138099937,22.559275305250555,1,
rg3,DEU_LocationALower-31_154_T-1,9,R_G3,True,True,0.007718801498413086,0.22638808699775836,29.329435022302576,15,
rg3,DEU_LocationALower-31_239_T-1,16,R_G3,True,True,0.008901357650756836,0.26239832500141347,29.478461072632342,1,
rg3,DEU_LocationALower-31_24_T-1,13,R_G3,True,True,0.009222745895385742,0.29085637299795053,31.536852071731662,1,
rg3,DEU_LocationALower-31_258_T-1,12,R_G3,True,True,0.010697126388549805,0.24825343499833252,23.2074882525519,1,
rg3,DEU_LocationALower-31_31_T-1,15,R_G3,True,True,0.00897979736328125,0.2637006859986286,29.365995170103865,1,
