scenario_id,scenario_path,ego_id,rule,repairer_type,planner,constraint_mode,sat_solver_mode,extend_acceleration_reference_path,attempted_smt_configurations,success,iterations,successful_repair_mode,deceleration_iterations,acceleration_iterations,tv,tc,updated_tv,domain_dict_size,predicate_value_estimate_time,vp_planning_time,constraint_extract_time,sat_solve_time,domain_dict_time,sat_time,clcs_time,constraint_extraction_time,constraint_conversion_time,lp_time,trajectory_build_time,tc_search_time,reach_set_time,optimization_time,core_total_time,wall_time,error,timing_run_success,timing_run_error,timing_run_updated_tv,timing_run_valid,timing_run_invalid_reason
DEU_AachenFrankenburg-1_265260_T-5279,/data_linux/Lab/commonroad-repairer-vp/scenarios/experiment_scenarios/ind_2024/DEU_AachenFrankenburg-1_265260_T-5279.xml,10453,R_IN4,vp,1,1,domain_dpll,True,,True,1,deceleration,1,0,9,0.0,inf,15,0.0058109760284423,0.0031566619873046,0.0018427371978759,0.0006532669067382,0.0058109760284423,0.0006532669067382,0.0013427734375,0.0008249282836914,0.0010178089141845,0.0029051303863525,0.0002515316009521,0.0,0.0,0.0,0.0114636421203613,4.724864482879639,,,,,,
DEU_AachenFrankenburg-1_265260_T-5279,/data_linux/Lab/commonroad-repairer-vp/scenarios/experiment_scenarios/ind_2024/DEU_AachenFrankenburg-1_265260_T-5279.xml,10453,R_IN4,vp,1,1,dpll,True,,True,2,deceleration,2,0,9,0.0,inf,0,0.0,0.0047745704650878,0.0050525665283203,0.0018556118011474,0.0,0.0018556118011474,0.0012924671173095,0.0030241012573242,0.002028465270996,0.0042164325714111,0.0005581378936767,0.0,0.0,0.0,0.0116827487945556,5.040658473968506,,,,,,
DEU_AachenFrankenburg-1_265260_T-5279,scenarios/experiment_scenarios/ind_2024/DEU_AachenFrankenburg-1_265260_T-5279.xml,10453,R_IN4,smt,1,1,dpll,,p1_c1:ok,True,1,,0,0,9,0.0,inf,0,0.0,0.0,0.0,0.0,0.0,0.0008396600005653,0.0,0.0,0.0,0.0,0.0,6.175041198730469e-05,0.0078494548797607,0.3294999599456787,0.3382508252379921,6.586528539657593,,True,,inf,True,
DEU_AachenFrankenburg-1_206020_T-6039,/data_linux/Lab/commonroad-repairer-vp/scenarios/experiment_scenarios/ind_2024/DEU_AachenFrankenburg-1_206020_T-6039.xml,10462,R_IN4,vp,1,1,domain_dpll,True,,True,1,deceleration,1,0,5,0.0,inf,15,0.006960391998291,0.003638744354248,0.0019259452819824,0.0006134510040283,0.006960391998291,0.0006134510040283,0.0015633106231689,0.0010442733764648,0.0008816719055175,0.0034193992614746,0.0002193450927734,0.0,0.0,0.0,0.0131385326385498,4.6000049114227295,,,,,,
DEU_AachenFrankenburg-1_206020_T-6039,/data_linux/Lab/commonroad-repairer-vp/scenarios/experiment_scenarios/ind_2024/DEU_AachenFrankenburg-1_206020_T-6039.xml,10462,R_IN4,vp,1,1,dpll,True,,True,1,deceleration,1,0,5,0.0,inf,0,0.0,0.0032217502593994,0.0025928020477294,0.000303030014038,0.0,0.000303030014038,0.00152587890625,0.0015792846679687,0.0010135173797607,0.0030076503753662,0.0002140998840332,0.0,0.0,0.0,0.0061175823211669,4.590486288070679,,,,,,
DEU_AachenFrankenburg-1_206020_T-6039,scenarios/experiment_scenarios/ind_2024/DEU_AachenFrankenburg-1_206020_T-6039.xml,10462,R_IN4,smt,1,1,dpll,,p1_c1:ok,True,1,,0,0,5,0.0,inf,0,0.0,0.0,0.0,0.0,0.0,0.0007760580001558,0.0,0.0,0.0,0.0,0.0,4.315376281738281e-05,0.0020656585693359,0.2191264629364013,0.2220113332687106,6.5631630420684814,,True,,inf,True,
DEU_AachenBendplatz-1_13720_T-739,/data_linux/Lab/commonroad-repairer-vp/scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_13720_T-739.xml,10057,R_IN4,vp,1,1,domain_dpll,True,,True,1,deceleration,1,0,3,0.0,inf,15,0.0059459209442138,0.0064847469329833,0.0035400390625,0.0006687641143798,0.0059459209442138,0.0006687641143798,0.0012853145599365,0.0016460418701171,0.0018939971923828,0.0054953098297119,0.0009894371032714,0.0,0.0,0.0,0.0166394710540771,5.880336284637451,,,,,,
DEU_AachenBendplatz-1_13720_T-739,/data_linux/Lab/commonroad-repairer-vp/scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_13720_T-739.xml,10057,R_IN4,vp,1,1,dpll,True,,True,1,deceleration,1,0,3,0.0,inf,0,0.0,0.0046985149383544,0.0032587051391601,0.0003001689910888,0.0,0.0003001689910888,0.001131534576416,0.0013887882232666,0.0018699169158935,0.0039267539978027,0.0007717609405517,0.0,0.0,0.0,0.0082573890686035,5.814828157424927,,,,,,
DEU_AachenBendplatz-1_13720_T-739,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_13720_T-739.xml,10057,R_IN4,smt,1,1,dpll,,p1_c1:ok,True,1,,0,0,3,0.0,inf,0,0.0,0.0,0.0,0.0,0.0,0.000784122999903,0.0,0.0,0.0,0.0,0.0,4.9591064453125e-05,0.0050117969512939,0.139780044555664,0.1456255555713141,7.363203525543213,,True,,inf,True,
DEU_AachenFrankenburg-1_2120_T-39,/data_linux/Lab/commonroad-repairer-vp/scenarios/experiment_scenarios/ind_2024/DEU_AachenFrankenburg-1_2120_T-39.xml,10023,R_IN4,vp,1,1,domain_dpll,True,,True,1,deceleration,1,0,3,0.0,inf,15,0.0061087608337402,0.0028402805328369,0.0045485496520996,0.0006535053253173,0.0061087608337402,0.0006535053253173,0.0014533996582031,0.0026779174804687,0.0018706321716308,0.0026028156280517,0.0002374649047851,0.0,0.0,0.0,0.0141510963439941,4.617175102233887,,,,,,
DEU_AachenFrankenburg-1_2120_T-39,/data_linux/Lab/commonroad-repairer-vp/scenarios/experiment_scenarios/ind_2024/DEU_AachenFrankenburg-1_2120_T-39.xml,10023,R_IN4,vp,1,1,dpll,True,,True,1,deceleration,1,0,3,0.0,inf,0,0.0,0.003009557723999,0.0043051242828369,0.0003061294555664,0.0,0.0003061294555664,0.0016148090362548,0.0022721290588378,0.002032995223999,0.0027613639831542,0.0002481937408447,0.0,0.0,0.0,0.0076208114624023,4.632232427597046,,,,,,
DEU_AachenFrankenburg-1_2120_T-39,scenarios/experiment_scenarios/ind_2024/DEU_AachenFrankenburg-1_2120_T-39.xml,10023,R_IN4,smt,1,1,dpll,,p1_c1:ok,True,1,,0,0,3,0.0,inf,0,0.0,0.0,0.0,0.0,0.0,0.0008794899995336,0.0,0.0,0.0,0.0,0.0,5.030632019042969e-05,0.006324291229248,0.2208988666534423,0.2281529542024145,6.382333278656006,,True,,inf,True,
DEU_AachenBendplatz-1_83000_T-3019,/data_linux/Lab/commonroad-repairer-vp/scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_83000_T-3019.xml,10226,R_IN4,vp,1,1,domain_dpll,True,,True,1,deceleration,1,0,4,0.0,inf,15,0.0057857036590576,0.0036044120788574,0.0019834041595458,0.0006232261657714,0.0057857036590576,0.0006232261657714,0.0014359951019287,0.0010178089141845,0.0009655952453613,0.0030391216278076,0.0005652904510498,0.0,0.0,0.0,0.0119967460632324,5.349058151245117,,,,,,
DEU_AachenBendplatz-1_83000_T-3019,/data_linux/Lab/commonroad-repairer-vp/scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_83000_T-3019.xml,10226,R_IN4,vp,1,1,dpll,True,,True,1,deceleration,1,0,4,0.0,inf,0,0.0,0.0039238929748535,0.0015995502471923,0.0006353855133056,0.0,0.0006353855133056,0.0014727115631103,0.0005848407745361,0.0010147094726562,0.0033247470855712,0.0005991458892822,0.0,0.0,0.0,0.0061588287353515,5.369112730026245,,,,,,
DEU_AachenBendplatz-1_83000_T-3019,scenarios/experiment_scenarios/ind_2024/DEU_AachenBendplatz-1_83000_T-3019.xml,10226,R_IN4,smt,1,1,dpll,,p1_c1:ok,True,1,,0,0,4,0.0,inf,0,0.0,0.0,0.0,0.0,0.0,0.0008647480008221,0.0,0.0,0.0,0.0,0.0,6.413459777832031e-05,0.0045959949493408,0.124915599822998,0.1304404773709393,6.960089206695557,,True,,inf,True,
DEU_AachenFrankenburg-1_232260_T-2279,/data_linux/Lab/commonroad-repairer-vp/scenarios/experiment_scenarios/ind_2024/DEU_AachenFrankenburg-1_232260_T-2279.xml,10208,R_IN4,vp,1,1,domain_dpll,True,,True,1,deceleration,1,0,5,0.0,inf,15,0.0078189373016357,0.0039730072021484,0.002007246017456,0.000608205795288,0.0078189373016357,0.000608205795288,0.002040147781372,0.0010321140289306,0.0009751319885253,0.0037353038787841,0.0002377033233642,0.0,0.0,0.0,0.0144073963165283,4.673898696899414,,,,,,
DEU_AachenFrankenburg-1_232260_T-2279,/data_linux/Lab/commonroad-repairer-vp/scenarios/experiment_scenarios/ind_2024/DEU_AachenFrankenburg-1_232260_T-2279.xml,10208,R_IN4,vp,1,1,dpll,True,,True,1,deceleration,1,0,5,0.0,inf,0,0.0,0.0043442249298095,0.0018186569213867,0.0004463195800781,0.0,0.0004463195800781,0.0021591186523437,0.0006308555603027,0.0011878013610839,0.0041182041168212,0.0002260208129882,0.0,0.0,0.0,0.0066092014312744,4.684165000915527,,,,,,
